Env,Year,GermplasmId,Value
Bristol_SD_2010,2010,M03-149087,33.2
Bristol_SD_2010,2010,M04-229039,30.6
Bristol_SD_2010,2010,M04-254003,32.0
Bristol_SD_2010,2010,M04-267028,28.5
Bristol_SD_2010,2010,M04-338008,32.5
Bristol_SD_2010,2010,M04-340048,28.1
Bristol_SD_2010,2010,M04-380030,35.4
Bristol_SD_2010,2010,M05-182007,35.6
Bristol_SD_2010,2010,MN0095,25.049999999999997
Bristol_SD_2010,2010,MN0606CN,33.2
Bristol_SD_2010,2010,MN1410,33.0
Bristol_SD_2010,2010,OAC08-11C,27.4
Bristol_SD_2010,2010,SD04CV-611,39.1
Bristol_SD_2010,2010,SD06-322,17.8
Bristol_SD_2010,2010,SD06-428,35.0
Bristol_SD_2010,2010,SD06-430,32.8
Bristol_SD_2010,2010,SD06-487,31.6
Bristol_SD_2010,2010,SD06-525,38.0
Bristol_SD_2010,2010,SD07CV-528,38.2
Bristol_SD_2010,2010,SD07CV-539,37.7
Bristol_SD_2010,2010,SD07CV-935,31.7
Bristol_SD_2010,2010,Sheyenne,30.799999999999997
Bristol_SD_2010,2010,Surge,30.35
Bristol_SD_2011,2011,M02-399012,35.1
Bristol_SD_2011,2011,M02-495076,27.2
Bristol_SD_2011,2011,M03-172059,26.0
Bristol_SD_2011,2011,M04-267028,9.6
Bristol_SD_2011,2011,M05-242024,10.1
Bristol_SD_2011,2011,M05-243040,20.5
Bristol_SD_2011,2011,M05-353148,23.6
Bristol_SD_2011,2011,M05-363022,11.0
Bristol_SD_2011,2011,M05-363031,27.5
Bristol_SD_2011,2011,M05-364040,28.6
Bristol_SD_2011,2011,MN0095,22.2
Bristol_SD_2011,2011,MN0606CN,22.3
Bristol_SD_2011,2011,MN1410,32.1
Bristol_SD_2011,2011,OAC09-17C,27.3
Bristol_SD_2011,2011,OAC09-35C,18.2
Bristol_SD_2011,2011,SD06-322,23.8
Bristol_SD_2011,2011,SD06-525,18.5
Bristol_SD_2011,2011,SD07CV-528,20.3
Bristol_SD_2011,2011,SD07CV-539,23.4
Bristol_SD_2011,2011,SD07CV-935,28.6
Bristol_SD_2011,2011,SD08CV-0015,21.8
Bristol_SD_2011,2011,SD08CV-0016,29.8
Bristol_SD_2011,2011,SD08CV-0018,25.0
Bristol_SD_2011,2011,SD08CV-0019,35.8
Bristol_SD_2011,2011,SD08CV-0024,33.2
Bristol_SD_2011,2011,Sheyenne,24.7
Bristol_SD_2011,2011,Surge,18.3
Bristol_SD_2012,2012,M03-149100,30.9
Bristol_SD_2012,2012,M03-172059,34.3
Bristol_SD_2012,2012,M05-243040,26.5
Bristol_SD_2012,2012,M05-363022,38.6
Bristol_SD_2012,2012,MN0095,39.1
Bristol_SD_2012,2012,MN0606CN,36.9
Bristol_SD_2012,2012,MN1410,29.9
Bristol_SD_2012,2012,SD07CV-539,47.7
Bristol_SD_2012,2012,SD08CV-0015,46.6
Bristol_SD_2012,2012,SD08CV-0018,44.6
Bristol_SD_2012,2012,Sheyenne,35.6
Bristol_SD_2012,2012,Surge,28.1
Britton_MI_2016,2016,AR13-132037,67.9
Britton_MI_2016,2016,AR13-232106,62.2
Britton_MI_2016,2016,E12042,72.0
Britton_MI_2016,2016,E13100,60.5
Britton_MI_2016,2016,E13126,59.3
Britton_MI_2016,2016,E13132,61.2
Britton_MI_2016,2016,E13268,60.0
Britton_MI_2016,2016,E13298,57.7
Britton_MI_2016,2016,E13345,65.8
Britton_MI_2016,2016,E13364,56.6
Britton_MI_2016,2016,E13370,67.6
Britton_MI_2016,2016,IA2102,64.6
Britton_MI_2016,2016,LD02-4485,69.1
Britton_MI_2016,2016,LD10-10198,70.4
Britton_MI_2016,2016,LD11-643,68.1
Britton_MI_2016,2016,LD12-15129R1a,68.8
Britton_MI_2016,2016,LD12-15246R2a,78.5
Britton_MI_2016,2016,LD12-15808R1a,70.8
Britton_MI_2016,2016,LD12-15811R1a,66.5
Britton_MI_2016,2016,LD12-15840R1a,68.5
Britton_MI_2016,2016,LD13-13228R1a,73.7
Britton_MI_2016,2016,LD13-13478R1a,72.8
Britton_MI_2016,2016,LD13-14071R2,56.7
Britton_MI_2016,2016,LD13-14107R2,65.6
Britton_MI_2016,2016,M08-365100,57.6
Britton_MI_2016,2016,M09-278096,57.6
Britton_MI_2016,2016,MSC09-777143,64.3
Britton_MI_2016,2016,U06-814223R,59.4
Britton_MI_2016,2016,U11-911079,68.9
Britton_MI_2016,2016,U11-920017,63.1
Britton_MI_2016,2016,U12-909109R,69.0
Britton_MI_2016,2016,U13-603120,73.0
Britton_MI_2016,2016,U13-604147,83.9
Britton_MI_2016,2016,U13-609144,73.1
Britton_MI_2016,2016,U13-912010,48.5
Britton_MI_2016,2016,U13-912032,58.1
Britton_MI_2016,2016,U13-918042,63.7
Britton_MI_2016,2016,U13-926082,58.3
Britton_MI_2017,2017,AR14-247080,50.2
Britton_MI_2017,2017,DSN11-12073,58.0
Britton_MI_2017,2017,DSN11-12119,53.5
Britton_MI_2017,2017,E11128T,51.0
Britton_MI_2017,2017,E12042,62.8
Britton_MI_2017,2017,E13100,46.5
Britton_MI_2017,2017,E13268,57.6
Britton_MI_2017,2017,E13370,59.4
Britton_MI_2017,2017,E14077,61.6
Britton_MI_2017,2017,E14141,48.8
Britton_MI_2017,2017,E14148,60.2
Britton_MI_2017,2017,E14309,53.3
Britton_MI_2017,2017,E14314,48.7
Britton_MI_2017,2017,E14852,53.5
Britton_MI_2017,2017,E15079T,48.5
Britton_MI_2017,2017,E15165T,49.3
Britton_MI_2017,2017,E15346T,60.0
Britton_MI_2017,2017,HM13-W156,46.6
Britton_MI_2017,2017,HM14-G047,55.2
Britton_MI_2017,2017,HM14-W070,58.6
Britton_MI_2017,2017,IA2102,56.099999999999994
Britton_MI_2017,2017,LD02-4485,53.95
Britton_MI_2017,2017,LD12-15246R2a,55.8
Britton_MI_2017,2017,LD12-459,57.3
Britton_MI_2017,2017,LD13-13228R1a,57.5
Britton_MI_2017,2017,LD13-13334R1a,52.2
Britton_MI_2017,2017,LD13-13478R1a,56.7
Britton_MI_2017,2017,LD13-14071R2,62.3
Britton_MI_2017,2017,LD13-1429,52.6
Britton_MI_2017,2017,LD13-4902a,52.4
Britton_MI_2017,2017,LD13-5131a,58.2
Britton_MI_2017,2017,LD13-5290a,48.0
Britton_MI_2017,2017,LD13-6678,61.3
Britton_MI_2017,2017,M10-238-2025,52.9
Britton_MI_2017,2017,M10-238-2100,53.9
Britton_MI_2017,2017,MSC09-777143,60.2
Britton_MI_2017,2017,MSC10-578025,42.1
Britton_MI_2017,2017,ORC8715,53.9
Britton_MI_2017,2017,U11-920017,55.2
Britton_MI_2017,2017,U13-603120,57.8
Britton_MI_2017,2017,U13-604147,61.1
Britton_MI_2017,2017,U13-609144,57.5
Britton_MI_2017,2017,U14-222063,57.6
Britton_MI_2017,2017,U14-910097,73.0
Britton_MI_2017,2017,U14-915126,52.1
Britton_MI_2017,2017,U14-919098,51.3
Britton_MI_2017,2017,U14-923097,58.5
Britton_MI_2017,2017,U14-925152,53.4
Britton_MI_2019,2019,CR14-7814,46.0
Britton_MI_2019,2019,CR15-0899,47.6
Britton_MI_2019,2019,CR15-2189,55.4
Britton_MI_2019,2019,E11128T,52.7
Britton_MI_2019,2019,E15339,57.9
Britton_MI_2019,2019,E15345,70.2
Britton_MI_2019,2019,E15346T,62.2
Britton_MI_2019,2019,E15347,60.3
Britton_MI_2019,2019,E15349,58.9
Britton_MI_2019,2019,E15351,68.9
Britton_MI_2019,2019,E15390,55.4
Britton_MI_2019,2019,E16030,55.8
Britton_MI_2019,2019,E16031,55.0
Britton_MI_2019,2019,E16265,59.8
Britton_MI_2019,2019,E16380,51.6
Britton_MI_2019,2019,E16398,47.7
Britton_MI_2019,2019,E16410,50.0
Britton_MI_2019,2019,E16411,45.6
Britton_MI_2019,2019,E17143,59.1
Britton_MI_2019,2019,E17801-08,33.3
Britton_MI_2019,2019,E17804-01,57.6
Britton_MI_2019,2019,HM15-H006,60.9
Britton_MI_2019,2019,HM15-J049,47.0
Britton_MI_2019,2019,HM16-M015,58.7
Britton_MI_2019,2019,HM16-W150,68.8
Britton_MI_2019,2019,IA2102,52.3
Britton_MI_2019,2019,LD02-4485,65.5
Britton_MI_2019,2019,LD12-15246R2a,58.7
Britton_MI_2019,2019,LD15-544,55.6
Britton_MI_2019,2019,LD16-10150,53.1
Britton_MI_2019,2019,LD16-4471a,61.7
Britton_MI_2019,2019,LD17-12673,48.4
Britton_MI_2019,2019,LD17-12905,64.1
Britton_MI_2019,2019,LD17-13294,60.4
Britton_MI_2019,2019,SA17-12251,52.0
Britton_MI_2019,2019,SA17-13168-1,68.7
Britton_MI_2019,2019,SA17-14575,56.4
Britton_MI_2019,2019,SA17-2316,57.2
Britton_MI_2019,2019,SA17-2418,57.6
Britton_MI_2019,2019,SA17-2742,63.3
Britton_MI_2019,2019,SA17-5794,58.0
Britton_MI_2019,2019,U11-917032,52.0
Britton_MI_2019,2019,U14-206326,47.7
Britton_MI_2019,2019,U14-216260,48.9
Britton_MI_2019,2019,U14-910097,71.65
Britton_MI_2019,2019,U15-917133,57.7
Britton_MI_2019,2019,U16-609059,53.4
Britton_MI_2019,2019,U16-904053,51.1
Britton_MI_2019,2019,U16-905030,45.7
Britton_MI_2019,2019,U16-907052,54.8
Britton_MI_2019,2019,U16-909058,48.9
Britton_MI_2019,2019,U16-909085,44.1
Britton_MI_2019,2019,U16-929043,51.0
Britton_MI_2019,2019,U16-929142,53.5
Britton_MI_2019,2019,U16-932015,60.5
Britton_MI_2019,2019,U16-934075,49.0
Britton_MI_2020,2020,CR16_0008,55.8
Britton_MI_2020,2020,CR16_0058,56.1
Britton_MI_2020,2020,CR16_0070,55.3
Britton_MI_2020,2020,E11128T,43.9
Britton_MI_2020,2020,E15345,61.7
Britton_MI_2020,2020,E15351,58.0
Britton_MI_2020,2020,E16030,64.2
Britton_MI_2020,2020,E16380,60.0
Britton_MI_2020,2020,E16410,56.6
Britton_MI_2020,2020,E17004,61.0
Britton_MI_2020,2020,E17040,61.2
Britton_MI_2020,2020,E17054,63.0
Britton_MI_2020,2020,E17062,64.8
Britton_MI_2020,2020,E17069,58.9
Britton_MI_2020,2020,E17143,47.2
Britton_MI_2020,2020,E17184,55.7
Britton_MI_2020,2020,E17203,54.9
Britton_MI_2020,2020,E17283,58.2
Britton_MI_2020,2020,E17804_01,47.7
Britton_MI_2020,2020,HM16_M015,56.2
Britton_MI_2020,2020,HM16_W150,55.8
Britton_MI_2020,2020,IA2102,58.7
Britton_MI_2020,2020,LD02_4485,61.5
Britton_MI_2020,2020,LD15_5170a,64.0
Britton_MI_2020,2020,LD15_544,56.7
Britton_MI_2020,2020,LD15_6268,64.4
Britton_MI_2020,2020,LD15_6280,57.1
Britton_MI_2020,2020,LD16_4385a,56.9
Britton_MI_2020,2020,LD16_4471a,59.0
Britton_MI_2020,2020,LD16_4766a,60.8
Britton_MI_2020,2020,LD16_4852,55.5
Britton_MI_2020,2020,LD16_6557,59.5
Britton_MI_2020,2020,SA17_13168_1,53.7
Britton_MI_2020,2020,SA17_2742,51.2
Britton_MI_2020,2020,U11_917032,59.2
Britton_MI_2020,2020,U14_910097,67.35
Britton_MI_2020,2020,U16_125610,55.8
Britton_MI_2020,2020,U16_127621,66.4
Britton_MI_2020,2020,U16_129612,63.9
Britton_MI_2020,2020,U16_129646,62.0
Britton_MI_2020,2020,U16_609059,67.5
Britton_MI_2020,2020,U16_909058,60.5
Britton_MI_2020,2020,U16_932015,63.2
Britton_MI_2020,2020,U17_618174,61.3
Britton_MI_2020,2020,U17_920124,66.7
Britton_MI_2020,2020,U17_924011,60.3
Brookings_SD_1993,1993,Lambert,29.0
Brookings_SD_1993,1993,Parker,32.8
Brookings_SD_1994,1994,Lambert,37.099999999999994
Brookings_SD_1994,1994,Parker,45.7
Brookings_SD_1995,1995,Lambert,43.300000000000004
Brookings_SD_1995,1995,Parker,46.06666666666666
Brookings_SD_1996,1996,Lambert,40.766666666666666
Brookings_SD_1996,1996,Parker,43.833333333333336
Brookings_SD_1997,1997,Lambert,33.9
Brookings_SD_1997,1997,Parker,38.0
Brookings_SD_1998,1998,Lambert,28.450000000000003
Brookings_SD_1998,1998,Parker,34.325
Brookings_SD_1998,1998,Surge,24.5
Brookings_SD_1999,1999,IA1008,39.05
Brookings_SD_1999,1999,Lambert,34.0
Brookings_SD_1999,1999,Parker,41.275
Brookings_SD_1999,1999,Surge,42.25
Brookings_SD_2000,2000,IA1008,34.400000000000006
Brookings_SD_2000,2000,Lambert,37.875
Brookings_SD_2000,2000,MN0902CN,37.2
Brookings_SD_2000,2000,Parker,37.150000000000006
Brookings_SD_2000,2000,Surge,38.1
Brookings_SD_2001,2001,IA1008,33.8
Brookings_SD_2001,2001,Lambert,35.9
Brookings_SD_2001,2001,Parker,36.0
Brookings_SD_2002,2002,IA1008,32.5
Brookings_SD_2002,2002,Lambert,32.800000000000004
Brookings_SD_2002,2002,M96-355009,36.2
Brookings_SD_2002,2002,M96-385063,40.9
Brookings_SD_2002,2002,MN0902CN,29.6
Brookings_SD_2002,2002,Parker,36.0
Brookings_SD_2002,2002,SD96-135-3,27.3
Brookings_SD_2002,2002,Surge,32.55
Brookings_SD_2003,2003,E01205,44.2
Brookings_SD_2003,2003,LD00-9276,40.5
Brookings_SD_2003,2003,Lambert,36.5
Brookings_SD_2003,2003,M96-355009,32.0
Brookings_SD_2003,2003,M96-385063,48.4
Brookings_SD_2003,2003,M97-130015,47.2
Brookings_SD_2003,2003,M97-164072,34.9
Brookings_SD_2003,2003,M97-304146RR,47.4
Brookings_SD_2003,2003,M97-357138,33.4
Brookings_SD_2003,2003,MN0902CN,31.1
Brookings_SD_2003,2003,MN1803RR,45.3
Brookings_SD_2003,2003,OAC02-27,41.0
Brookings_SD_2003,2003,Parker,39.675
Brookings_SD_2003,2003,SD00-1251R,50.8
Brookings_SD_2003,2003,SD01-76R,44.4
Brookings_SD_2003,2003,SD1091RR,51.25
Brookings_SD_2003,2003,SD96-135-3,44.0
Brookings_SD_2003,2003,SDX00R-020-18,45.2
Brookings_SD_2003,2003,SDX00R-029-3,45.7
Brookings_SD_2003,2003,Surge,37.150000000000006
Brookings_SD_2003,2003,U01-290401,20.8
Brookings_SD_2003,2003,U01-390224,39.2
Brookings_SD_2003,2003,U01-390560,44.9
Brookings_SD_2003,2003,U01-390701,45.1
Brookings_SD_2003,2003,U01-390783,42.9
Brookings_SD_2004,2004,E01205,26.7
Brookings_SD_2004,2004,IA1008,21.5
Brookings_SD_2004,2004,IA2068,23.8
Brookings_SD_2004,2004,LD00-1938,23.2
Brookings_SD_2004,2004,LD00-4970,25.1
Brookings_SD_2004,2004,LD00-9276,31.6
Brookings_SD_2004,2004,LD01-11154,30.8
Brookings_SD_2004,2004,Lambert,14.575
Brookings_SD_2004,2004,M96-355009,30.7
Brookings_SD_2004,2004,M96-385063,24.7
Brookings_SD_2004,2004,M97-130015,26.4
Brookings_SD_2004,2004,M97-164072,23.9
Brookings_SD_2004,2004,M97-304146RR,41.2
Brookings_SD_2004,2004,M97-357138,21.4
Brookings_SD_2004,2004,M98-133-20012,26.3
Brookings_SD_2004,2004,M98-212006,28.5
Brookings_SD_2004,2004,M98-227027,24.5
Brookings_SD_2004,2004,M98-227065,20.7
Brookings_SD_2004,2004,M98-237086,30.2
Brookings_SD_2004,2004,M98-238010,24.8
Brookings_SD_2004,2004,M98-239080,28.4
Brookings_SD_2004,2004,M98-240104,33.0
Brookings_SD_2004,2004,M98-254049,15.7
Brookings_SD_2004,2004,M98-259060,29.6
Brookings_SD_2004,2004,M98-267027,27.2
Brookings_SD_2004,2004,M98-267068,21.8
Brookings_SD_2004,2004,M98-267112,30.1
Brookings_SD_2004,2004,M98-270026,26.1
Brookings_SD_2004,2004,M98-331009,42.0
Brookings_SD_2004,2004,M98-332069,41.6
Brookings_SD_2004,2004,M98-332091,40.8
Brookings_SD_2004,2004,M98-332108,36.7
Brookings_SD_2004,2004,M98-332122,46.3
Brookings_SD_2004,2004,M98-346081,22.5
Brookings_SD_2004,2004,M99-112009,41.6
Brookings_SD_2004,2004,M99-113005,38.6
Brookings_SD_2004,2004,MN0902CN,24.6
Brookings_SD_2004,2004,MN1803RR,41.5
Brookings_SD_2004,2004,OAC02-27,28.3
Brookings_SD_2004,2004,OAC03-21,36.6
Brookings_SD_2004,2004,ORC0302,16.6
Brookings_SD_2004,2004,Parker,26.85
Brookings_SD_2004,2004,SD00-1251R,44.5
Brookings_SD_2004,2004,SD00-167,33.1
Brookings_SD_2004,2004,SD00-266,28.8
Brookings_SD_2004,2004,SD01-3477R,39.0
Brookings_SD_2004,2004,SD01-76R,40.0
Brookings_SD_2004,2004,SD1091RR,39.03333333333333
Brookings_SD_2004,2004,SD96-135-3,17.3
Brookings_SD_2004,2004,SDX00R-017-52,45.8
Brookings_SD_2004,2004,SDX00R-020-18,44.7
Brookings_SD_2004,2004,SDX00R-029-3,41.3
Brookings_SD_2004,2004,SDX00R-035-24,43.0
Brookings_SD_2004,2004,SDX00R-035-56,40.7
Brookings_SD_2004,2004,Surge,24.7
Brookings_SD_2004,2004,U01-190123,32.3
Brookings_SD_2004,2004,U01-190271,20.8
Brookings_SD_2004,2004,U01-190300,31.7
Brookings_SD_2004,2004,U01-190307,21.1
Brookings_SD_2004,2004,U01-190311,21.4
Brookings_SD_2004,2004,U01-190318,22.9
Brookings_SD_2004,2004,U01-190319,24.5
Brookings_SD_2004,2004,U01-190324,28.6
Brookings_SD_2004,2004,U01-290401,22.9
Brookings_SD_2004,2004,U01-290680,27.8
Brookings_SD_2004,2004,U01-290681,26.6
Brookings_SD_2004,2004,U01-290820,28.9
Brookings_SD_2004,2004,U01-290931,25.8
Brookings_SD_2004,2004,U01-291039,27.6
Brookings_SD_2004,2004,U01-291048,20.8
Brookings_SD_2004,2004,U01-390157,26.6
Brookings_SD_2004,2004,U01-390159,19.0
Brookings_SD_2004,2004,U01-390224,27.3
Brookings_SD_2004,2004,U01-390489,26.3
Brookings_SD_2004,2004,U01-390496,22.5
Brookings_SD_2004,2004,U01-390504,22.7
Brookings_SD_2004,2004,U01-390511,26.0
Brookings_SD_2004,2004,U01-390517,26.6
Brookings_SD_2004,2004,U01-390553,26.5
Brookings_SD_2004,2004,U01-390560,20.9
Brookings_SD_2004,2004,U01-390637,22.1
Brookings_SD_2004,2004,U01-390701,23.1
Brookings_SD_2004,2004,U01-390794,25.0
Brownstown_IL_2010,2010,K07-1253,56.9
Brownstown_IL_2010,2010,LD00-3309,55.7
Brownstown_IL_2010,2010,LD06-7609,53.7
Brownstown_IL_2010,2010,LD06-7620,55.1
Brownstown_IL_2010,2010,LG06-5798,62.9
Brownstown_IL_2010,2010,LG07-9814,54.4
Brownstown_IL_2010,2010,TN05-3027,56.2
Brownstown_IL_2011,2011,CL05-46330,29.7
Brownstown_IL_2011,2011,CL05-61413,28.0
Brownstown_IL_2011,2011,K07-1253,33.6
Brownstown_IL_2011,2011,K08-5258,34.3
Brownstown_IL_2011,2011,K08-5718,32.1
Brownstown_IL_2011,2011,K08-6067,27.6
Brownstown_IL_2011,2011,K08-6247,26.8
Brownstown_IL_2011,2011,LD00-3309,34.6
Brownstown_IL_2011,2011,LD06-7609,42.6
Brownstown_IL_2011,2011,LD06-7620,31.7
Brownstown_IL_2011,2011,LD06-8970,33.9
Brownstown_IL_2011,2011,LD07-3823,36.7
Brownstown_IL_2011,2011,TN05-3027,29.3
Brownstown_IL_2012,2012,LD00-3309,52.9
Brownstown_IL_2012,2012,LD06-7620,48.5
Brownstown_IL_2012,2012,LG09-7250,56.6
Brownstown_IL_2012,2012,LG09-8595,58.7
Brownstown_IL_2012,2012,LS08-6034,68.0
Brownstown_IL_2013,2013,K11-1163,49.4
Brownstown_IL_2013,2013,K11-1173,55.6
Brownstown_IL_2013,2013,K11-1196,45.2
Brownstown_IL_2013,2013,K11-1204,49.3
Brownstown_IL_2013,2013,K11-1252,50.3
Brownstown_IL_2013,2013,K11-1289,53.7
Brownstown_IL_2013,2013,K11-1778,54.5
Brownstown_IL_2013,2013,K11-2216,48.2
Brownstown_IL_2013,2013,LD06-7620,47.6
Brownstown_IL_2013,2013,LD10-9423,43.7
Brownstown_IL_2013,2013,LD10-9483,50.7
Brownstown_IL_2013,2013,LD11-13342Ra,49.8
Brownstown_IL_2013,2013,LD11-13834R,45.0
Brownstown_IL_2013,2013,LD11-13948R,46.2
Brownstown_IL_2013,2013,LG09-7167,48.8
Brownstown_IL_2013,2013,LG09-7739,43.8
Brownstown_IL_2013,2013,LG09-8519,48.5
Brownstown_IL_2013,2013,LG10-2695,45.0
Brownstown_IL_2013,2013,LG10-2699,46.5
Brownstown_IL_2013,2013,LG10-3045,43.6
Brownstown_IL_2013,2013,LG10-3250,44.0
Brownstown_IL_2013,2013,LG10-3987,37.5
Brownstown_IL_2013,2013,LG11-6190,50.6
Brownstown_IL_2013,2013,LG11-6205,43.8
Brownstown_IL_2013,2013,LG11-6208,49.1
Brownstown_IL_2013,2013,LG11-7662,40.5
Brownstown_IL_2013,2013,LG11-7722,44.5
Brownstown_IL_2013,2013,LG11-7727,44.9
Brownstown_IL_2013,2013,LG11-7880,40.3
Brownstown_IL_2013,2013,S10-6090RR,45.0
Brownstown_IL_2013,2013,SA10-11227,32.7
Brownstown_IL_2013,2013,SA10-8471,43.5
Brownstown_IL_2014,2014,HM11-W193,53.9
Brownstown_IL_2014,2014,LD06-7620,63.3
Brownstown_IL_2014,2014,LD11-13948R,65.0
Brownstown_IL_2014,2014,LG11-6190,52.5
Brownstown_IL_2014,2014,LG11-6208,58.4
Brownstown_IL_2014,2014,S10-6090RR,64.9
Brownstown_IL_2014,2014,SA10-11227,55.1
Brownstown_IL_2014,2014,SA10-8471,56.1
Brownstown_IL_2014,2014,SA11-10168,60.9
Brownstown_IL_2014,2014,SA11-10182,61.8
Brownstown_IL_2014,2014,SA11-9446,55.4
Brownstown_IL_2014,2014,SA11-9478RR,64.1
Brownstown_IL_2015,2015,K12-1575,46.0
Brownstown_IL_2015,2015,K12-2333,51.6
Brownstown_IL_2015,2015,LD06-7620,59.0
Brownstown_IL_2015,2015,LD07-3395bf,63.0
Brownstown_IL_2015,2015,LD11-11299,63.8
Brownstown_IL_2015,2015,LG10-3278,68.6
Brownstown_IL_2015,2015,LG11-6759,64.2
Brownstown_IL_2015,2015,LG11-6760,72.8
Brownstown_IL_2015,2015,LG12-3475,61.2
Brownstown_IL_2015,2015,LG12-3478,62.2
Brownstown_IL_2015,2015,LG12-4068,56.0
Brownstown_IL_2015,2015,LG12-4072,62.1
Brownstown_IL_2015,2015,SA10-8471,60.7
BurkeyFarms_IA_2009,2009,E06381,56.1
BurkeyFarms_IA_2011,2011,AR08-286003,61.0
BurkeyFarms_IA_2011,2011,AR09-192008,64.1
BurkeyFarms_IA_2011,2011,AR09-192018,59.9
BurkeyFarms_IA_2011,2011,AR09-192019,66.7
BurkeyFarms_IA_2011,2011,AR10-206075,65.6
BurkeyFarms_IA_2011,2011,E08200,60.2
BurkeyFarms_IA_2011,2011,E08210,65.4
BurkeyFarms_IA_2011,2011,E09014,61.5
BurkeyFarms_IA_2011,2011,E09089,61.9
BurkeyFarms_IA_2011,2011,E09090,63.5
BurkeyFarms_IA_2011,2011,E09107,54.0
BurkeyFarms_IA_2011,2011,E09109,49.6
BurkeyFarms_IA_2011,2011,E09110,58.3
BurkeyFarms_IA_2011,2011,HM09-W146,61.9
BurkeyFarms_IA_2011,2011,HS8W-106,53.6
BurkeyFarms_IA_2011,2011,HS8W-30,51.4
BurkeyFarms_IA_2011,2011,LD02-4485,66.0
BurkeyFarms_IA_2011,2011,LD08-2370,69.9
BurkeyFarms_IA_2011,2011,LD08-2388,56.9
BurkeyFarms_IA_2011,2011,LD08-3243,64.9
BurkeyFarms_IA_2011,2011,LD08-4202,56.9
BurkeyFarms_IA_2011,2011,LG08-1643,52.5
BurkeyFarms_IA_2011,2011,LG09-5636,51.5
BurkeyFarms_IA_2011,2011,LG09-5856,51.1
BurkeyFarms_IA_2011,2011,LG09-5857,59.1
BurkeyFarms_IA_2011,2011,LG09-5875,56.4
BurkeyFarms_IA_2011,2011,LG09-7193,57.9
BurkeyFarms_IA_2011,2011,SD07CV-367,66.1
BurkeyFarms_IA_2011,2011,SD07CV-603,58.9
BurkeyFarms_IA_2011,2011,SD07CV-631,66.5
BurkeyFarms_IA_2011,2011,SD08CV-2080,53.5
BurkeyFarms_IA_2011,2011,SD08CV-2083,55.0
BurkeyFarms_IA_2011,2011,SD08CV-2088,55.1
BurkeyFarms_IA_2011,2011,SD08CV-2094,57.5
BurkeyFarms_IA_2011,2011,SD08CV-2096,55.8
BurkeyFarms_IA_2011,2011,SD08CV-2102,63.5
BurkeyFarms_IA_2011,2011,U07-200211,65.8
BurkeyFarms_IA_2011,2011,U09-311114,59.5
BurkeyFarms_IA_2011,2011,U09-312115,60.4
BurkeyFarms_IA_2011,2011,U09-316113,60.7
BurkeyFarms_IA_2011,2011,U09-317120,59.3
Butlerville_IN_1996,1996,Macon,36.35
Butlerville_IN_1998,1998,Macon,34.15
Butlerville_IN_1999,1999,Macon,61.05
Butlerville_IN_2001,2001,LN97-15076,53.4
Butlerville_IN_2001,2001,Macon,44.675
Butlerville_IN_2001,2001,Strong,26.6
Butlerville_IN_2002,2002,Apex,23.6
Butlerville_IN_2002,2002,LN97-15076,48.3
Butlerville_IN_2002,2002,Macon,40.5
Butlerville_IN_2002,2002,Strong,31.1
Butlerville_IN_2002,2002,U99-035014,38.7
Butlerville_IN_2004,2004,Apex,39.05
Butlerville_IN_2004,2004,HC01-289,62.2
Butlerville_IN_2004,2004,HS1-3717,42.8
Butlerville_IN_2004,2004,IA3023,36.65
Butlerville_IN_2004,2004,K1623RR,42.5
Butlerville_IN_2004,2004,K1630RR,40.3
Butlerville_IN_2004,2004,K1631RR,47.5
Butlerville_IN_2004,2004,LD00-3309,48.1
Butlerville_IN_2004,2004,LG00-6293,54.6
Butlerville_IN_2004,2004,LG00-6304,42.0
Butlerville_IN_2004,2004,LG00-8298,33.6
Butlerville_IN_2004,2004,LG01-2617,33.6
Butlerville_IN_2004,2004,LG01-4067,42.9
Butlerville_IN_2004,2004,LG01-4178,37.9
Butlerville_IN_2004,2004,LG01-4541,41.4
Butlerville_IN_2004,2004,LG01-4762,45.8
Butlerville_IN_2004,2004,LG01-4918,31.4
Butlerville_IN_2004,2004,LN97-15076,53.3
Butlerville_IN_2004,2004,Macon,40.8
Butlerville_IN_2004,2004,Pana,46.7
Butlerville_IN_2004,2004,Strong,39.6
Butlerville_IN_2004,2004,U01-310412,38.8
Butlerville_IN_2004,2004,U01-390127,41.2
Butlerville_IN_2004,2004,U01-390274,18.4
Butlerville_IN_2004,2004,U01-390495,35.7
Butlerville_IN_2004,2004,U01-390783,38.8
Butlerville_IN_2004,2004,U01-390784,25.3
Butlerville_IN_2004,2004,U01-390787,48.6
Butlerville_IN_2004,2004,U99-035014,33.9
Butlerville_IN_2005,2005,HC01-289,54.4
Butlerville_IN_2005,2005,HFPR-3,52.3
Butlerville_IN_2005,2005,HFPR-5,51.5
Butlerville_IN_2005,2005,HS3-2523,51.3
Butlerville_IN_2005,2005,HS3-2840,50.3
Butlerville_IN_2005,2005,IA3023,51.76666666666667
Butlerville_IN_2005,2005,K03-2788RR,44.6
Butlerville_IN_2005,2005,K03-2791RR,50.7
Butlerville_IN_2005,2005,K03-2801RR,44.4
Butlerville_IN_2005,2005,K03-2814RR,45.5
Butlerville_IN_2005,2005,K03-2820RR,51.9
Butlerville_IN_2005,2005,K03-2832RR,54.3
