line	organization	isCheck	year	location	loc_code	env_code	DIS	VSK
ND2710	NDSU	TRUE	2015	St. Paul	STP	STP_15	5.96666666666667	4
BACUP	UMN	TRUE	2015	St. Paul	STP	STP_15	18.8333333333333	6
WHEATON	UMN	TRUE	2015	St. Paul	STP	STP_15	74.95	62.5
MT1348	MSU	FALSE	2016	St. Paul	STP	STP_16	62.9333333333333	28.5
MT1401	MSU	FALSE	2016	St. Paul	STP	STP_16	25.3	7
ND820	NDSU	FALSE	2016	St. Paul	STP	STP_16	24.4666666666667	9
ND822	NDSU	FALSE	2016	St. Paul	STP	STP_16	7.96666666666667	8
ND824	NDSU	FALSE	2016	St. Paul	STP	STP_16	8.8	6
SD4587	SDSU	FALSE	2016	St. Paul	STP	STP_16	8.16666666666667	5
SD4589	SDSU	FALSE	2016	St. Paul	STP	STP_16	13.8666666666667	8
SD4621	SDSU	FALSE	2016	St. Paul	STP	STP_16	5.06666666666667	5
SD4645	SDSU	FALSE	2016	St. Paul	STP	STP_16	22.3666666666667	8
SD4675	SDSU	FALSE	2016	St. Paul	STP	STP_16	18.3333333333333	7
IDO1403S	UIDO	FALSE	2016	St. Paul	STP	STP_16	50.8	14
IDO1405S	UIDO	FALSE	2016	St. Paul	STP	STP_16	41.5	11
IDO1601S	UIDO	FALSE	2016	St. Paul	STP	STP_16	36.4	30
IDO1603S	UIDO	FALSE	2016	St. Paul	STP	STP_16	61.3333333333333	40
UISTONE	UIDO	FALSE	2016	St. Paul	STP	STP_16	52.9666666666667	9
LANG-MN	UMN	FALSE	2016	St. Paul	STP	STP_16	13.4333333333333	6
MN11394-6	UMN	FALSE	2016	St. Paul	STP	STP_16	13.5666666666667	4
MN13056-7	UMN	FALSE	2016	St. Paul	STP	STP_16	19.8	6
MN13064-2	UMN	FALSE	2016	St. Paul	STP	STP_16	20.3333333333333	7
MN13515-8	UMN	FALSE	2016	St. Paul	STP	STP_16	5.33333333333333	8
MT1316	MSU	FALSE	2016	St. Paul	STP	STP_16	30.8	12.5
ND-VITPRO	NDSU	FALSE	2016	St. Paul	STP	STP_16	15.5	7
ND828	NDSU	FALSE	2016	St. Paul	STP	STP_16	14.1666666666667	5
ALSEN	NDSU	TRUE	2016	St. Paul	STP	STP_16	16.5	6
2375	NDSU	TRUE	2016	St. Paul	STP	STP_16	25.0666666666667	5
ND2710	NDSU	TRUE	2016	St. Paul	STP	STP_16	24.9333333333333	6
BACUP	UMN	TRUE	2016	St. Paul	STP	STP_16	8.46666666666667	5
WHEATON	UMN	TRUE	2016	St. Paul	STP	STP_16	50.5	50
ND830	NDSU	FALSE	2017	St. Paul	STP	STP_17	12.3	10
ND833	NDSU	FALSE	2017	St. Paul	STP	STP_17	5.4	6
NDHRS16-12-19	NDSU	FALSE	2017	St. Paul	STP	STP_17	16.9666666666667	15.5
NDHRS16-12-31	NDSU	FALSE	2017	St. Paul	STP	STP_17	4.23333333333333	8
NDHRS16-12-52	NDSU	FALSE	2017	St. Paul	STP	STP_17	2.86666666666667	3
SD4691	SDSU	FALSE	2017	St. Paul	STP	STP_17	6.4	10
SD4705	SDSU	FALSE	2017	St. Paul	STP	STP_17	4.16666666666667	6
SD4710	SDSU	FALSE	2017	St. Paul	STP	STP_17	4.06666666666667	8
SD4724	SDSU	FALSE	2017	St. Paul	STP	STP_17	1.93333333333333	3
SD4741	SDSU	FALSE	2017	St. Paul	STP	STP_17	5.93333333333333	4
MN13304-5	UMN	FALSE	2017	St. Paul	STP	STP_17	8.8	15
MN14138-4	UMN	FALSE	2017	St. Paul	STP	STP_17	3.16666666666667	4
MN14470-5	UMN	FALSE	2017	St. Paul	STP	STP_17	21.9666666666667	9
MN14669-1	UMN	FALSE	2017	St. Paul	STP	STP_17	3.8	5
ALSEN	NDSU	TRUE	2017	St. Paul	STP	STP_17	3.13333333333333	4
2375	NDSU	TRUE	2017	St. Paul	STP	STP_17	18.4666666666667	14.5
ND2710	NDSU	TRUE	2017	St. Paul	STP	STP_17	2.93333333333333	4
BACUP	UMN	TRUE	2017	St. Paul	STP	STP_17	6	3
WHEATON	UMN	TRUE	2017	St. Paul	STP	STP_17	59.1333333333333	77.5
MT1673	MSU	FALSE	2018	St. Paul	STP	STP_18	34.6666666666667	18.5
NDHRS16-13-13	NDSU	FALSE	2018	St. Paul	STP	STP_18	23.6	9
NDHRS16-13-89	NDSU	FALSE	2018	St. Paul	STP	STP_18	7.9	11
NDHRS16-13-97	NDSU	FALSE	2018	St. Paul	STP	STP_18	12.4	25
NDHRS16-14-12	NDSU	FALSE	2018	St. Paul	STP	STP_18	23.4666666666667	10
NDHRS16-14-91	NDSU	FALSE	2018	St. Paul	STP	STP_18	12.9	10
SD4756	SDSU	FALSE	2018	St. Paul	STP	STP_18	10.2666666666667	8
SD4758	SDSU	FALSE	2018	St. Paul	STP	STP_18	72.1	20
SD4787	SDSU	FALSE	2018	St. Paul	STP	STP_18	8.56666666666667	12.5
SD4819	SDSU	FALSE	2018	St. Paul	STP	STP_18	9.53333333333333	9
SD4822	SDSU	FALSE	2018	St. Paul	STP	STP_18	18.6333333333333	8
MN15008-7	UMN	FALSE	2018	St. Paul	STP	STP_18	9.8	7
MN15029-8	UMN	FALSE	2018	St. Paul	STP	STP_18	36.4333333333333	9
MN15089-2	UMN	FALSE	2018	St. Paul	STP	STP_18	10.6	7
MN15219-2	UMN	FALSE	2018	St. Paul	STP	STP_18	24.1666666666667	10
MN15501-4	UMN	FALSE	2018	St. Paul	STP	STP_18	30.6666666666667	7
MT1621	MSU	FALSE	2018	St. Paul	STP	STP_18	30.4	13.5
ALSEN	NDSU	TRUE	2018	St. Paul	STP	STP_18	12	8
2375	NDSU	TRUE	2018	St. Paul	STP	STP_18	31.6333333333333	16
ND2710	NDSU	TRUE	2018	St. Paul	STP	STP_18	4.36666666666667	7
BACUP	UMN	TRUE	2018	St. Paul	STP	STP_18	7.16666666666667	11
WHEATON	UMN	TRUE	2018	St. Paul	STP	STP_18	85.8666666666667	77.5
LANNING	MSU	FALSE	2019	St. Paul	STP	STP_19	34.2666666666667	32.5
MT1767	MSU	FALSE	2019	St. Paul	STP	STP_19	65.1333333333333	57.5
VIDA	MSU	FALSE	2019	St. Paul	STP	STP_19	71.9666666666667	35
NDHRS14-0136-C06	NDSU	FALSE	2019	St. Paul	STP	STP_19	23.6666666666667	20
NDHRS16-14-36	NDSU	FALSE	2019	St. Paul	STP	STP_19	15.2333333333333	12.5
NDHRS16-16-665	NDSU	FALSE	2019	St. Paul	STP	STP_19	19.5	11
SD4740	SDSU	FALSE	2019	St. Paul	STP	STP_19	29.5	13.5
SD4834	SDSU	FALSE	2019	St. Paul	STP	STP_19	12.2666666666667	14.5
SD4859	SDSU	FALSE	2019	St. Paul	STP	STP_19	32	17.5
SD4865	SDSU	FALSE	2019	St. Paul	STP	STP_19	30.7333333333333	37.5
SD4868	SDSU	FALSE	2019	St. Paul	STP	STP_19	32.4	13.5
MN15155-2	UMN	FALSE	2019	St. Paul	STP	STP_19	26.4	11.5
MN16028	UMN	FALSE	2019	St. Paul	STP	STP_19	40.6666666666667	11.5
MN16040	UMN	FALSE	2019	St. Paul	STP	STP_19	11.1	9
MN16262-3	UMN	FALSE	2019	St. Paul	STP	STP_19	26.3666666666667	18.5
MN16317-5	UMN	FALSE	2019	St. Paul	STP	STP_19	20.0666666666667	11
MT1621	MSU	FALSE	2019	St. Paul	STP	STP_19	47.9666666666667	37.5
NDHRS13-0170-0004	NDSU	FALSE	2019	St. Paul	STP	STP_19	15.4333333333333	13.5
MT1716	MSU	FALSE	2019	St. Paul	STP	STP_19	29.4	20
ND-HERON	NDSU	FALSE	2019	St. Paul	STP	STP_19	27.0333333333333	16
ALSEN	NDSU	TRUE	2019	St. Paul	STP	STP_19	17.5666666666667	16
ND2710	NDSU	TRUE	2019	St. Paul	STP	STP_19	12.6666666666667	15
BACUP	UMN	TRUE	2019	St. Paul	STP	STP_19	17.8	11
WHEATON	UMN	TRUE	2019	St. Paul	STP	STP_19	83.6666666666667	80
MT1775	MSU	FALSE	2020	St. Paul	STP	STP_20	48.7	37.5
MT1809	MSU	FALSE	2020	St. Paul	STP	STP_20	36.4	13.5
MT1866	MSU	FALSE	2020	St. Paul	STP	STP_20	40.4333333333333	13.5
MT1871	MSU	FALSE	2020	St. Paul	STP	STP_20	60.9666666666667	30
MT1872	MSU	FALSE	2020	St. Paul	STP	STP_20	67.5666666666667	52.5
NDHRS13-0114-C06	NDSU	FALSE	2020	St. Paul	STP	STP_20	22.3666666666667	11.5
NDHRS13-0121-C05	NDSU	FALSE	2020	St. Paul	STP	STP_20	28.5	11
NDHRS13-0215-C03	NDSU	FALSE	2020	St. Paul	STP	STP_20	20.2333333333333	13.5
NDHRS13-0318-0003	NDSU	FALSE	2020	St. Paul	STP	STP_20	36.4666666666667	20
SD4848	SDSU	FALSE	2020	St. Paul	STP	STP_20	25.3	6
SD4917	SDSU	FALSE	2020	St. Paul	STP	STP_20	28.5666666666667	10
SD4926	SDSU	FALSE	2020	St. Paul	STP	STP_20	28.6666666666667	8
SD4947	SDSU	FALSE	2020	St. Paul	STP	STP_20	43.5666666666667	9
SD4950	SDSU	FALSE	2020	St. Paul	STP	STP_20	36.9333333333333	8
MN16103-1	UMN	FALSE	2020	St. Paul	STP	STP_20	24.6	8
MN16277-3	UMN	FALSE	2020	St. Paul	STP	STP_20	13.5	10
MN16340-8	UMN	FALSE	2020	St. Paul	STP	STP_20	17.9333333333333	7
MN16360-1	UMN	FALSE	2020	St. Paul	STP	STP_20	28.2666666666667	6
MN16408-5	UMN	FALSE	2020	St. Paul	STP	STP_20	14.7333333333333	6
NDHRS13-0170-0004	NDSU	FALSE	2020	St. Paul	STP	STP_20	22.8	12
MT1855	MSU	FALSE	2020	St. Paul	STP	STP_20	73.5333333333333	22.5
MT1716	MSU	FALSE	2020	St. Paul	STP	STP_20	41	12.5
ND-HERON	NDSU	FALSE	2020	St. Paul	STP	STP_20	21.7666666666667	9
ALSEN	NDSU	TRUE	2020	St. Paul	STP	STP_20	23.0333333333333	8
ND2710	NDSU	TRUE	2020	St. Paul	STP	STP_20	5.6	4
BACUP	UMN	TRUE	2020	St. Paul	STP	STP_20	16.7666666666667	8
WHEATON	UMN	TRUE	2020	St. Paul	STP	STP_20	70.7666666666667	77.5
MT2007	MSU	FALSE	2021	St. Paul	STP	STP_21	31.2333333333333	17.5
MT2013	MSU	FALSE	2021	St. Paul	STP	STP_21	56.3666666666667	45
MT2018	MSU	FALSE	2021	St. Paul	STP	STP_21	40.1666666666667	37.5
MT2022	MSU	FALSE	2021	St. Paul	STP	STP_21	12.1666666666667	35
NDHRS17DH-0467-056	NDSU	FALSE	2021	St. Paul	STP	STP_21	27.0666666666667	10
SD4871	SDSU	FALSE	2021	St. Paul	STP	STP_21	15.0666666666667	10
SD4933	SDSU	FALSE	2021	St. Paul	STP	STP_21	17	3
SD4968	SDSU	FALSE	2021	St. Paul	STP	STP_21	21.4333333333333	9
SD4976	SDSU	FALSE	2021	St. Paul	STP	STP_21	10.5666666666667	17
SD4991	SDSU	FALSE	2021	St. Paul	STP	STP_21	14.7	6
SD5012	SDSU	FALSE	2021	St. Paul	STP	STP_21	30.2	23.5
MN17033-1	UMN	FALSE	2021	St. Paul	STP	STP_21	12.0666666666667	4
MN17038-5	UMN	FALSE	2021	St. Paul	STP	STP_21	25.4666666666667	9
MN17271-1	UMN	FALSE	2021	St. Paul	STP	STP_21	6.56666666666667	4
MN17332-2	UMN	FALSE	2021	St. Paul	STP	STP_21	17.9666666666667	6
MT1855	MSU	FALSE	2021	St. Paul	STP	STP_21	29	7
NDHRS13-0156-C04	NDSU	FALSE	2021	St. Paul	STP	STP_21	16.2	8
NDHRS13-0177-0001	NDSU	FALSE	2021	St. Paul	STP	STP_21	24.9666666666667	8
NDHRS13-0309-B03	NDSU	FALSE	2021	St. Paul	STP	STP_21	16.7	6
NDHRS17-0596-B28	NDSU	FALSE	2021	St. Paul	STP	STP_21	28.5333333333333	10
MT1716	MSU	FALSE	2021	St. Paul	STP	STP_21	35.9333333333333	10
ALSEN	NDSU	TRUE	2021	St. Paul	STP	STP_21	35.4333333333333	8
ND2710	NDSU	TRUE	2021	St. Paul	STP	STP_21	19.9	6
BACUP	UMN	TRUE	2021	St. Paul	STP	STP_21	7.86666666666667	7
WHEATON	UMN	TRUE	2021	St. Paul	STP	STP_21	58.1	45
MT21076	MSU	FALSE	2022	St. Paul	STP	STP_22	37.9666666666667	12
MT21082	MSU	FALSE	2022	St. Paul	STP	STP_22	25.2333333333333	20
MT21089	MSU	FALSE	2022	St. Paul	STP	STP_22	42.3666666666667	6
MT21091	MSU	FALSE	2022	St. Paul	STP	STP_22	42.2	11.5
MT21102	MSU	FALSE	2022	St. Paul	STP	STP_22	51.7	12
MT21111	MSU	FALSE	2022	St. Paul	STP	STP_22	42.5333333333333	17.5
SD4893	SDSU	FALSE	2022	St. Paul	STP	STP_22	24.7666666666667	11.5
SD4924	SDSU	FALSE	2022	St. Paul	STP	STP_22	55.8666666666667	11
SD5030	SDSU	FALSE	2022	St. Paul	STP	STP_22	16.8666666666667	11.5
SD5038	SDSU	FALSE	2022	St. Paul	STP	STP_22	14.7333333333333	11.5
SD5051	SDSU	FALSE	2022	St. Paul	STP	STP_22	20.0333333333333	13.5
MN17065-2	UMN	FALSE	2022	St. Paul	STP	STP_22	20.7	6
MN18081-5	UMN	FALSE	2022	St. Paul	STP	STP_22	29.4333333333333	9
MN18163-5	UMN	FALSE	2022	St. Paul	STP	STP_22	20.2333333333333	7
MN18179-4	UMN	FALSE	2022	St. Paul	STP	STP_22	36.0333333333333	9
MN18292-3	UMN	FALSE	2022	St. Paul	STP	STP_22	41.7	9
NDHRS13-0156-C04	NDSU	FALSE	2022	St. Paul	STP	STP_22	18.7666666666667	15
NDHRS13-0177-0001	NDSU	FALSE	2022	St. Paul	STP	STP_22	24.3	8
NDHRS13-0309-B03	NDSU	FALSE	2022	St. Paul	STP	STP_22	7.3	8
NDHRS17-0596-B28	NDSU	FALSE	2022	St. Paul	STP	STP_22	26.7666666666667	10
ALSEN	NDSU	TRUE	2022	St. Paul	STP	STP_22	15.6666666666667	9
ND2710	NDSU	TRUE	2022	St. Paul	STP	STP_22	7.2	6
BACUP	UMN	TRUE	2022	St. Paul	STP	STP_22	9.23333333333333	10
WHEATON	UMN	TRUE	2022	St. Paul	STP	STP_22	88.3	67.5
MT21214	MSU	FALSE	2023	St. Paul	STP	STP_23	31.8	20
MT21222	MSU	FALSE	2023	St. Paul	STP	STP_23	23.6666666666667	16
MT21305	MSU	FALSE	2023	St. Paul	STP	STP_23	14.3333333333333	7
MT21352	MSU	FALSE	2023	St. Paul	STP	STP_23	29.9333333333333	30
MT21384	MSU	FALSE	2023	St. Paul	STP	STP_23	29.6333333333333	16
NDHRS15-0006-B02	NDSU	FALSE	2023	St. Paul	STP	STP_23	12.7	7
NDHRS15-0006-C29	NDSU	FALSE	2023	St. Paul	STP	STP_23	13.2	7
NDHRS15-0037-C52	NDSU	FALSE	2023	St. Paul	STP	STP_23	23.4	12.5
NDHRS15-0405-C34	NDSU	FALSE	2023	St. Paul	STP	STP_23	22.4	15
NDHRS16RIL-0190-019	NDSU	FALSE	2023	St. Paul	STP	STP_23	17	12.5
SD5101	SDSU	FALSE	2023	St. Paul	STP	STP_23	15.5333333333333	9
SD5117	SDSU	FALSE	2023	St. Paul	STP	STP_23	14.2	10
SD5127	SDSU	FALSE	2023	St. Paul	STP	STP_23	20.4333333333333	16
SD5132	SDSU	FALSE	2023	St. Paul	STP	STP_23	30.5	16
SD5145	SDSU	FALSE	2023	St. Paul	STP	STP_23	16.1333333333333	6
SD5159	SDSU	FALSE	2023	St. Paul	STP	STP_23	28.3333333333333	16
MN18091-2	UMN	FALSE	2023	St. Paul	STP	STP_23	24.1333333333333	12.5
MN19114-3	UMN	FALSE	2023	St. Paul	STP	STP_23	20.2	12
MN19146-4	UMN	FALSE	2023	St. Paul	STP	STP_23	8.5	8
MN19257-1	UMN	FALSE	2023	St. Paul	STP	STP_23	15.6333333333333	6
MN20231-2	UMN	FALSE	2023	St. Paul	STP	STP_23	4.33333333333333	11.5
MT21220	MSU	FALSE	2023	St. Paul	STP	STP_23	34.8666666666667	12.5
ALSEN	NDSU	TRUE	2023	St. Paul	STP	STP_23	21.4666666666667	11
ND2710	NDSU	TRUE	2023	St. Paul	STP	STP_23	6.06666666666667	6
BACUP	UMN	TRUE	2023	St. Paul	STP	STP_23	11.0666666666667	9
WHEATON	UMN	TRUE	2023	St. Paul	STP	STP_23	80.7666666666667	77.5
AAC_HODGE	AAFC	FALSE	2024	St. Paul	STP	STP_24	36.7	17.5
AAC_SPIKE	AAFC	FALSE	2024	St. Paul	STP	STP_24	21.7666666666667	20
AAC_WESTKING	AAFC	FALSE	2024	St. Paul	STP	STP_24	27.6	11
BW5095	AAFC	FALSE	2024	St. Paul	STP	STP_24	47.0333333333333	12.5
HY2136	AAFC	FALSE	2024	St. Paul	STP	STP_24	59.0333333333333	17.5
MT21224	MSU	FALSE	2024	St. Paul	STP	STP_24	59.9333333333333	25
MT22071	MSU	FALSE	2024	St. Paul	STP	STP_24	73.6	37.5
MT22345	MSU	FALSE	2024	St. Paul	STP	STP_24	65.8333333333333	22.5
MT22361	MSU	FALSE	2024	St. Paul	STP	STP_24	62.1	20
MT23004	MSU	FALSE	2024	St. Paul	STP	STP_24	51.7	22.5
MT23297	MSU	FALSE	2024	St. Paul	STP	STP_24	54.3	17
NDHRS18-0069-B077	NDSU	FALSE	2024	St. Paul	STP	STP_24	27.7666666666667	10
NDHRS18-0105-B080	NDSU	FALSE	2024	St. Paul	STP	STP_24	7.03333333333333	9
NDHRS18-0178-B057	NDSU	FALSE	2024	St. Paul	STP	STP_24	43.4	21
NDHRS18-0180-B101	NDSU	FALSE	2024	St. Paul	STP	STP_24	36.4666666666667	23.5
NDHRS18-0261-B234	NDSU	FALSE	2024	St. Paul	STP	STP_24	25.1333333333333	16.5
NDHRS19RIL-0121-212-1	NDSU	FALSE	2024	St. Paul	STP	STP_24	16.7333333333333	11.5
SD5050	SDSU	FALSE	2024	St. Paul	STP	STP_24	47.7333333333333	15
SD5153	SDSU	FALSE	2024	St. Paul	STP	STP_24	20.0333333333333	9
SD5158	SDSU	FALSE	2024	St. Paul	STP	STP_24	38	9
SD5193	SDSU	FALSE	2024	St. Paul	STP	STP_24	43.1333333333333	13.5
SD5195	SDSU	FALSE	2024	St. Paul	STP	STP_24	40	24
SD5203	SDSU	FALSE	2024	St. Paul	STP	STP_24	21.5333333333333	10
SD5223	SDSU	FALSE	2024	St. Paul	STP	STP_24	23.4666666666667	15
MN19342-1	UMN	FALSE	2024	St. Paul	STP	STP_24	43.4666666666667	30
MN20080-3	UMN	FALSE	2024	St. Paul	STP	STP_24	18.9666666666667	6
MN20081-2	UMN	FALSE	2024	St. Paul	STP	STP_24	29.8666666666667	9
MN20171-1	UMN	FALSE	2024	St. Paul	STP	STP_24	29.5	9
MN20172-2	UMN	FALSE	2024	St. Paul	STP	STP_24	41.7	7
MT21220	MSU	FALSE	2024	St. Paul	STP	STP_24	45.4333333333333	11
ALSEN	NDSU	TRUE	2024	St. Paul	STP	STP_24	28.7333333333333	8
ND2710	NDSU	TRUE	2024	St. Paul	STP	STP_24	20.8	17
BACUP	UMN	TRUE	2024	St. Paul	STP	STP_24	22	10
WHEATON	UMN	TRUE	2024	St. Paul	STP	STP_24	87.6	90
MT9354	MSU	FALSE	1995	St. Paul	STP	STP_95	54.8	NA
MT9360	MSU	FALSE	1995	St. Paul	STP	STP_95	39.3	NA
INGOT	SDSU	FALSE	1995	St. Paul	STP	STP_95	8.9	NA
FRONTANA	UMN	FALSE	1995	St. Paul	STP	STP_95	9.8	NA
MN94382	UMN	FALSE	1995	St. Paul	STP	STP_95	6.2	NA
D87-240	NDSU	FALSE	1995	St. Paul	STP	STP_95	3.2	NA
2375	NDSU	TRUE	1995	St. Paul	STP	STP_95	32.2	NA
WHEATON	UMN	TRUE	1995	St. Paul	STP	STP_95	14.1	NA
HY417	AAFC	FALSE	1996	St. Paul	STP	STP_96	99	29.7
MN94351	UMN	FALSE	1996	St. Paul	STP	STP_96	NA	1.9
MN94382	UMN	FALSE	1996	St. Paul	STP	STP_96	0.2	3.9
SCHOLAR	MSU	FALSE	1996	St. Paul	STP	STP_96	99	25.3
D87-240	NDSU	FALSE	1996	St. Paul	STP	STP_96	14.9	14.3
2375	NDSU	TRUE	1996	St. Paul	STP	STP_96	33	16.5
ND2710	NDSU	TRUE	1996	St. Paul	STP	STP_96	0.7	3.4
BACUP	UMN	TRUE	1996	St. Paul	STP	STP_96	2	6
WHEATON	UMN	TRUE	1996	St. Paul	STP	STP_96	99	46.7
ND691	NDSU	FALSE	1997	St. Paul	STP	STP_97	6	30
PARSHALL	NDSU	FALSE	1997	St. Paul	STP	STP_97	11	13
MN94346	UMN	FALSE	1997	St. Paul	STP	STP_97	2	13
MN95124	UMN	FALSE	1997	St. Paul	STP	STP_97	9	20
MN95211	UMN	FALSE	1997	St. Paul	STP	STP_97	4	12
SCHOLAR	MSU	FALSE	1997	St. Paul	STP	STP_97	19	35
MCVEY	UMN	FALSE	1997	St. Paul	STP	STP_97	14	12
D87-240	NDSU	FALSE	1997	St. Paul	STP	STP_97	12	40
2375	NDSU	TRUE	1997	St. Paul	STP	STP_97	6	15
ND2710	NDSU	TRUE	1997	St. Paul	STP	STP_97	2	18
BACUP	UMN	TRUE	1997	St. Paul	STP	STP_97	3	9
WHEATON	UMN	TRUE	1997	St. Paul	STP	STP_97	25	50
LANGDON	NDSU	FALSE	1998	St. Paul	STP	STP_98	39.4	10.6
BRIGGS	SDSU	FALSE	1998	St. Paul	STP	STP_98	17.6	5.6
SD3345	SDSU	FALSE	1998	St. Paul	STP	STP_98	28	4.6
MN97237	UMN	FALSE	1998	St. Paul	STP	STP_98	11.1	4.7
MN97762	UMN	FALSE	1998	St. Paul	STP	STP_98	12.2	8.9
MN97847	UMN	FALSE	1998	St. Paul	STP	STP_98	8.6	7.2
MCVEY	UMN	FALSE	1998	St. Paul	STP	STP_98	7.4	6.1
ND2891	NDSU	FALSE	1998	St. Paul	STP	STP_98	11.5	3.3
2375	NDSU	TRUE	1998	St. Paul	STP	STP_98	11.2	4.9
ND2710	NDSU	TRUE	1998	St. Paul	STP	STP_98	5.8	2.7
BACUP	UMN	TRUE	1998	St. Paul	STP	STP_98	15.4	2.7
WHEATON	UMN	TRUE	1998	St. Paul	STP	STP_98	43	25.2
ACBARRIE	AAFC	FALSE	1999	St. Paul	STP	STP_99	33	31
SD3310	SDSU	FALSE	1999	St. Paul	STP	STP_99	31	36
SD3407	SDSU	FALSE	1999	St. Paul	STP	STP_99	42	36
SD3414	SDSU	FALSE	1999	St. Paul	STP	STP_99	25	20
MN97518	UMN	FALSE	1999	St. Paul	STP	STP_99	46	28
MN97596	UMN	FALSE	1999	St. Paul	STP	STP_99	28	28
MN97603	UMN	FALSE	1999	St. Paul	STP	STP_99	45	26
MN98068	UMN	FALSE	1999	St. Paul	STP	STP_99	58	38
MN98513	UMN	FALSE	1999	St. Paul	STP	STP_99	20	25
ND2891	NDSU	FALSE	1999	St. Paul	STP	STP_99	34	21
2375	NDSU	TRUE	1999	St. Paul	STP	STP_99	32	46
ND2710	NDSU	TRUE	1999	St. Paul	STP	STP_99	18	23
BACUP	UMN	TRUE	1999	St. Paul	STP	STP_99	35	15
WHEATON	UMN	TRUE	1999	St. Paul	STP	STP_99	68	50
MN94351	UMN	FALSE	1996	Winnipeg	WNP	WNP_96	5	11.5
MN94382	UMN	FALSE	1996	Winnipeg	WNP	WNP_96	1.6	16.4
2375	NDSU	TRUE	1996	Winnipeg	WNP	WNP_96	9.6	36.8
ND2710	NDSU	TRUE	1996	Winnipeg	WNP	WNP_96	7.6	7.3
BACUP	UMN	TRUE	1996	Winnipeg	WNP	WNP_96	6	22.1
WHEATON	UMN	TRUE	1996	Winnipeg	WNP	WNP_96	38.6	70.8
LANGDON	NDSU	FALSE	1998	Winnipeg	WNP	WNP_98	19.6	NA
BRIGGS	SDSU	FALSE	1998	Winnipeg	WNP	WNP_98	31.9	NA
SD3345	SDSU	FALSE	1998	Winnipeg	WNP	WNP_98	21.2	NA
MN97237	UMN	FALSE	1998	Winnipeg	WNP	WNP_98	4.3	NA
MN97762	UMN	FALSE	1998	Winnipeg	WNP	WNP_98	27.8	NA
MN97847	UMN	FALSE	1998	Winnipeg	WNP	WNP_98	15.7	NA
MCVEY	UMN	FALSE	1998	Winnipeg	WNP	WNP_98	6.6	NA
ND2891	NDSU	FALSE	1998	Winnipeg	WNP	WNP_98	28.2	NA
2375	NDSU	TRUE	1998	Winnipeg	WNP	WNP_98	21.2	NA
ND2710	NDSU	TRUE	1998	Winnipeg	WNP	WNP_98	5.4	NA
BACUP	UMN	TRUE	1998	Winnipeg	WNP	WNP_98	17.5	NA
WHEATON	UMN	TRUE	1998	Winnipeg	WNP	WNP_98	44.2	NA
