GID,Location,Country,Year,Season,Trait,BLUPs
2697451,Mwea,Kenya,2020,Wet,DTF,105.6096
2697797,Mwea,Kenya,2020,Wet,DTF,107.2299
2858722,Mwea,Kenya,2020,Wet,DTF,106.9394
2971736,Mwea,Kenya,2020,Wet,DTF,97.1171
2972293,Mwea,Kenya,2020,Wet,DTF,101.9198
2972309,Mwea,Kenya,2020,Wet,DTF,106.2618
2972722,Mwea,Kenya,2020,Wet,DTF,101.1728
2972796,Mwea,Kenya,2020,Wet,DTF,103.319
300034581,Mwea,Kenya,2020,Wet,DTF,100.7706
300035917,Mwea,Kenya,2020,Wet,DTF,95.0468
300038124,Mwea,Kenya,2020,Wet,DTF,99.7316
300038265,Mwea,Kenya,2020,Wet,DTF,106.9015
300038266,Mwea,Kenya,2020,Wet,DTF,102.0009
300038744,Mwea,Kenya,2020,Wet,DTF,98.311
300039577,Mwea,Kenya,2020,Wet,DTF,104.5871
300040799,Mwea,Kenya,2020,Wet,DTF,100.2063
300080634,Mwea,Kenya,2020,Wet,DTF,102.8309
300166640,Mwea,Kenya,2020,Wet,DTF,104.1321
300166641,Mwea,Kenya,2020,Wet,DTF,104.798
300172737,Mwea,Kenya,2020,Wet,DTF,97.9754
300173154,Mwea,Kenya,2020,Wet,DTF,96.5911
300174086,Mwea,Kenya,2020,Wet,DTF,103.7421
300174380,Mwea,Kenya,2020,Wet,DTF,95.437
300252036,Mwea,Kenya,2020,Wet,DTF,104.9889
300258387,Mwea,Kenya,2020,Wet,DTF,105.1816
300266828,Mwea,Kenya,2020,Wet,DTF,111.9046
300266831,Mwea,Kenya,2020,Wet,DTF,108.0081
300266832,Mwea,Kenya,2020,Wet,DTF,99.6501
300266835,Mwea,Kenya,2020,Wet,DTF,105.9881
300266839,Mwea,Kenya,2020,Wet,DTF,111.8543
300266846,Mwea,Kenya,2020,Wet,DTF,102.9406
300266848,Mwea,Kenya,2020,Wet,DTF,108.769
300279864,Mwea,Kenya,2020,Wet,DTF,100.4434
300287234,Mwea,Kenya,2020,Wet,DTF,104.813
300293456,Mwea,Kenya,2020,Wet,DTF,100.4786
300293539,Mwea,Kenya,2020,Wet,DTF,106.3616
300293562,Mwea,Kenya,2020,Wet,DTF,97.5501
300294018,Mwea,Kenya,2020,Wet,DTF,100.9634
300294074,Mwea,Kenya,2020,Wet,DTF,97.9236
300294080,Mwea,Kenya,2020,Wet,DTF,97.4906
300296708,Mwea,Kenya,2020,Wet,DTF,103.319
300431704,Mwea,Kenya,2020,Wet,DTF,99.1553
300764175,Mwea,Kenya,2020,Wet,DTF,110.0966
300764179,Mwea,Kenya,2020,Wet,DTF,101.2539
300764184,Mwea,Kenya,2020,Wet,DTF,100.9116
3022947,Mwea,Kenya,2020,Wet,DTF,117.2861
3173051,Mwea,Kenya,2020,Wet,DTF,99.805
3272808,Mwea,Kenya,2020,Wet,DTF,103.1214
3423716,Mwea,Kenya,2020,Wet,DTF,101.8911
3425601,Mwea,Kenya,2020,Wet,DTF,108.1293
3425772,Mwea,Kenya,2020,Wet,DTF,103.3851
3425923,Mwea,Kenya,2020,Wet,DTF,100.3815
3426973,Mwea,Kenya,2020,Wet,DTF,108.6956
3427347,Mwea,Kenya,2020,Wet,DTF,102.2646
3523215,Mwea,Kenya,2020,Wet,DTF,107.9486
3592078,Mwea,Kenya,2020,Wet,DTF,104.4346
3592657,Mwea,Kenya,2020,Wet,DTF,107.7558
3593039,Mwea,Kenya,2020,Wet,DTF,97.1905
3658769,Mwea,Kenya,2020,Wet,DTF,104.2419
3806774,Mwea,Kenya,2020,Wet,DTF,98.9031
3806855,Mwea,Kenya,2020,Wet,DTF,106.3021
4016512,Mwea,Kenya,2020,Wet,DTF,105.6866
4016513,Mwea,Kenya,2020,Wet,DTF,102.3744
4189053,Mwea,Kenya,2020,Wet,DTF,101.7798
4193103,Mwea,Kenya,2020,Wet,DTF,105.781
4214820,Mwea,Kenya,2020,Wet,DTF,98.5181
4220423,Mwea,Kenya,2020,Wet,DTF,103.7421
4226523,Mwea,Kenya,2020,Wet,DTF,108.0599
4228927,Mwea,Kenya,2020,Wet,DTF,97.4906
4229118,Mwea,Kenya,2020,Wet,DTF,104.3249
4229178,Mwea,Kenya,2020,Wet,DTF,97.3976
4609623,Mwea,Kenya,2020,Wet,DTF,104.4581
4789041,Mwea,Kenya,2020,Wet,DTF,101.9726
4789051,Mwea,Kenya,2020,Wet,DTF,98.2376
4789056,Mwea,Kenya,2020,Wet,DTF,96.7073
4789719,Mwea,Kenya,2020,Wet,DTF,98.0348
4789765,Mwea,Kenya,2020,Wet,DTF,97.3976
4789819,Mwea,Kenya,2020,Wet,DTF,98.1446
4815752,Mwea,Kenya,2020,Wet,DTF,105.9831
4815880,Mwea,Kenya,2020,Wet,DTF,99.4176
1253957,Mwea,Kenya,2020,Wet,HT,80.5814
1384968,Mwea,Kenya,2020,Wet,HT,101.2048
1401800,Mwea,Kenya,2020,Wet,HT,84.0929
2337754,Mwea,Kenya,2020,Wet,HT,84.5978
2451001,Mwea,Kenya,2020,Wet,HT,87.1133
2642849,Mwea,Kenya,2020,Wet,HT,97.0223
2696701,Mwea,Kenya,2020,Wet,HT,93.6441
2697338,Mwea,Kenya,2020,Wet,HT,84.6264
2697419,Mwea,Kenya,2020,Wet,HT,92.6107
2697451,Mwea,Kenya,2020,Wet,HT,76.8689
2697797,Mwea,Kenya,2020,Wet,HT,93.6781
2858722,Mwea,Kenya,2020,Wet,HT,93.5737
2971736,Mwea,Kenya,2020,Wet,HT,82.3915
2972293,Mwea,Kenya,2020,Wet,HT,84.9111
2972309,Mwea,Kenya,2020,Wet,HT,86.5894
2972722,Mwea,Kenya,2020,Wet,HT,83.4092
2972796,Mwea,Kenya,2020,Wet,HT,98.5315
300034581,Mwea,Kenya,2020,Wet,HT,84.5726
300035917,Mwea,Kenya,2020,Wet,HT,88.0712
300038124,Mwea,Kenya,2020,Wet,HT,83.7201
300038265,Mwea,Kenya,2020,Wet,HT,87.4066
300038266,Mwea,Kenya,2020,Wet,HT,83.0646
300038744,Mwea,Kenya,2020,Wet,HT,81.984
300039577,Mwea,Kenya,2020,Wet,HT,84.2618
300040799,Mwea,Kenya,2020,Wet,HT,74.917
300080634,Mwea,Kenya,2020,Wet,HT,80.4088
300166640,Mwea,Kenya,2020,Wet,HT,73.1765
300166641,Mwea,Kenya,2020,Wet,HT,82.1426
300172737,Mwea,Kenya,2020,Wet,HT,85.1944
300173154,Mwea,Kenya,2020,Wet,HT,81.8004
300174086,Mwea,Kenya,2020,Wet,HT,78.5051
300174380,Mwea,Kenya,2020,Wet,HT,80.9131
300252036,Mwea,Kenya,2020,Wet,HT,98.9322
300258387,Mwea,Kenya,2020,Wet,HT,80.2024
300266828,Mwea,Kenya,2020,Wet,HT,99.9767
300266831,Mwea,Kenya,2020,Wet,HT,92.8349
300266832,Mwea,Kenya,2020,Wet,HT,84.5278
300266835,Mwea,Kenya,2020,Wet,HT,83.0251
300266839,Mwea,Kenya,2020,Wet,HT,103.8418
300266846,Mwea,Kenya,2020,Wet,HT,91.2022
300266848,Mwea,Kenya,2020,Wet,HT,89.3287
300279864,Mwea,Kenya,2020,Wet,HT,88.7266
300287234,Mwea,Kenya,2020,Wet,HT,85.0888
300293456,Mwea,Kenya,2020,Wet,HT,81.9052
300293539,Mwea,Kenya,2020,Wet,HT,87.8046
300293562,Mwea,Kenya,2020,Wet,HT,79.9587
300294018,Mwea,Kenya,2020,Wet,HT,84.5273
300294074,Mwea,Kenya,2020,Wet,HT,83.0987
300294080,Mwea,Kenya,2020,Wet,HT,89.0202
300296708,Mwea,Kenya,2020,Wet,HT,84.974
300431704,Mwea,Kenya,2020,Wet,HT,82.2659
300764175,Mwea,Kenya,2020,Wet,HT,88.6233
300764179,Mwea,Kenya,2020,Wet,HT,90.7877
300764184,Mwea,Kenya,2020,Wet,HT,88.8934
3022947,Mwea,Kenya,2020,Wet,HT,93.6967
3173051,Mwea,Kenya,2020,Wet,HT,88.5249
3272808,Mwea,Kenya,2020,Wet,HT,91.5161
3423716,Mwea,Kenya,2020,Wet,HT,85.5835
3425601,Mwea,Kenya,2020,Wet,HT,92.8338
3425772,Mwea,Kenya,2020,Wet,HT,92.1668
3425923,Mwea,Kenya,2020,Wet,HT,87.1887
3426973,Mwea,Kenya,2020,Wet,HT,97.801
3427347,Mwea,Kenya,2020,Wet,HT,92.2686
3523215,Mwea,Kenya,2020,Wet,HT,91.0053
3592078,Mwea,Kenya,2020,Wet,HT,85.9673
3592657,Mwea,Kenya,2020,Wet,HT,99.5912
3593039,Mwea,Kenya,2020,Wet,HT,83.2291
3658769,Mwea,Kenya,2020,Wet,HT,87.1067
3806774,Mwea,Kenya,2020,Wet,HT,84.5676
3806855,Mwea,Kenya,2020,Wet,HT,84.835
4016512,Mwea,Kenya,2020,Wet,HT,80.7882
4016513,Mwea,Kenya,2020,Wet,HT,82.2826
4189053,Mwea,Kenya,2020,Wet,HT,81.8305
4193103,Mwea,Kenya,2020,Wet,HT,84.2961
4214820,Mwea,Kenya,2020,Wet,HT,82.9741
4220423,Mwea,Kenya,2020,Wet,HT,78.2267
4226523,Mwea,Kenya,2020,Wet,HT,75.728
4228927,Mwea,Kenya,2020,Wet,HT,87.7053
4229118,Mwea,Kenya,2020,Wet,HT,78.5104
4229178,Mwea,Kenya,2020,Wet,HT,73.3292
4609623,Mwea,Kenya,2020,Wet,HT,84.6943
4789041,Mwea,Kenya,2020,Wet,HT,91.0155
4789051,Mwea,Kenya,2020,Wet,HT,89.1769
4789056,Mwea,Kenya,2020,Wet,HT,92.377
4789719,Mwea,Kenya,2020,Wet,HT,89.6455
4789765,Mwea,Kenya,2020,Wet,HT,91.5852
4789819,Mwea,Kenya,2020,Wet,HT,88.4694
4815752,Mwea,Kenya,2020,Wet,HT,86.778
4815880,Mwea,Kenya,2020,Wet,HT,86.2309
1201260,Hyderabad,India,2019,Dry,YLD,6.3503
1401800,Hyderabad,India,2019,Dry,YLD,5.4928
1960929,Hyderabad,India,2019,Dry,YLD,7.215
2433533,Hyderabad,India,2019,Dry,YLD,5.6188
2451001,Hyderabad,India,2019,Dry,YLD,5.9688
2696701,Hyderabad,India,2019,Dry,YLD,6.6253
2697451,Hyderabad,India,2019,Dry,YLD,7.579
2971736,Hyderabad,India,2019,Dry,YLD,5.4747
2972293,Hyderabad,India,2019,Dry,YLD,6.6482
300038124,Hyderabad,India,2019,Dry,YLD,5.7485
300039577,Hyderabad,India,2019,Dry,YLD,6.6727
300166640,Hyderabad,India,2019,Dry,YLD,3.8956
300233098,Hyderabad,India,2019,Dry,YLD,5.2085
300258387,Hyderabad,India,2019,Dry,YLD,6.5057
300266828,Hyderabad,India,2019,Dry,YLD,4.4676
300266831,Hyderabad,India,2019,Dry,YLD,6.4036
300266839,Hyderabad,India,2019,Dry,YLD,7.3425
300266846,Hyderabad,India,2019,Dry,YLD,7.2159
300287234,Hyderabad,India,2019,Dry,YLD,7.3802
300293456,Hyderabad,India,2019,Dry,YLD,6.3142
300294018,Hyderabad,India,2019,Dry,YLD,6.3353
300296708,Hyderabad,India,2019,Dry,YLD,5.033
300764175,Hyderabad,India,2019,Dry,YLD,6.189
3423716,Hyderabad,India,2019,Dry,YLD,5.8525
3425923,Hyderabad,India,2019,Dry,YLD,6.4053
3426973,Hyderabad,India,2019,Dry,YLD,6.6894
3592078,Hyderabad,India,2019,Dry,YLD,6.2518
3593039,Hyderabad,India,2019,Dry,YLD,5.436
3658769,Hyderabad,India,2019,Dry,YLD,4.914
3806855,Hyderabad,India,2019,Dry,YLD,6.7413
4189053,Hyderabad,India,2019,Dry,YLD,5.5694
4193103,Hyderabad,India,2019,Dry,YLD,5.8508
4226523,Hyderabad,India,2019,Dry,YLD,4.8769
4228927,Hyderabad,India,2019,Dry,YLD,5.6143
4229118,Hyderabad,India,2019,Dry,YLD,5.2367
4229178,Hyderabad,India,2019,Dry,YLD,4.7422
4609623,Hyderabad,India,2019,Dry,YLD,5.8216
1201260,Hyderabad,India,2019,Dry,DTF,85.874
1401800,Hyderabad,India,2019,Dry,DTF,94.1097
1960929,Hyderabad,India,2019,Dry,DTF,92.5852
2433533,Hyderabad,India,2019,Dry,DTF,86.7429
2451001,Hyderabad,India,2019,Dry,DTF,87.3256
2696701,Hyderabad,India,2019,Dry,DTF,89.5563
2697451,Hyderabad,India,2019,Dry,DTF,90.1622
2971736,Hyderabad,India,2019,Dry,DTF,86.4451
2972293,Hyderabad,India,2019,Dry,DTF,90.9812
300038124,Hyderabad,India,2019,Dry,DTF,89.776
300039577,Hyderabad,India,2019,Dry,DTF,92.7216
300166640,Hyderabad,India,2019,Dry,DTF,89.9759
300233098,Hyderabad,India,2019,Dry,DTF,88.2657
300258387,Hyderabad,India,2019,Dry,DTF,88.4169
300266828,Hyderabad,India,2019,Dry,DTF,95.9913
300266831,Hyderabad,India,2019,Dry,DTF,96.8464
300266839,Hyderabad,India,2019,Dry,DTF,89.7026
300266846,Hyderabad,India,2019,Dry,DTF,92.7088
300287234,Hyderabad,India,2019,Dry,DTF,91.6735
300293456,Hyderabad,India,2019,Dry,DTF,89.0054
300294018,Hyderabad,India,2019,Dry,DTF,89.7393
300296708,Hyderabad,India,2019,Dry,DTF,87.4774
300764175,Hyderabad,India,2019,Dry,DTF,91.245
3423716,Hyderabad,India,2019,Dry,DTF,88.734
3425923,Hyderabad,India,2019,Dry,DTF,87.0773
3426973,Hyderabad,India,2019,Dry,DTF,95.649
3592078,Hyderabad,India,2019,Dry,DTF,94.2425
3593039,Hyderabad,India,2019,Dry,DTF,89.0645
3658769,Hyderabad,India,2019,Dry,DTF,88.3334
3806855,Hyderabad,India,2019,Dry,DTF,88.5223
4189053,Hyderabad,India,2019,Dry,DTF,88.9681
4193103,Hyderabad,India,2019,Dry,DTF,87.1358
4226523,Hyderabad,India,2019,Dry,DTF,96.3892
4228927,Hyderabad,India,2019,Dry,DTF,87.8602
4229118,Hyderabad,India,2019,Dry,DTF,88.0267
4229178,Hyderabad,India,2019,Dry,DTF,85.9518
4609623,Hyderabad,India,2019,Dry,DTF,89.1906
1201260,Hyderabad,India,2019,Dry,HT,85.4041
1401800,Hyderabad,India,2019,Dry,HT,87.4225
1960929,Hyderabad,India,2019,Dry,HT,87.1216
2433533,Hyderabad,India,2019,Dry,HT,84.0816
2451001,Hyderabad,India,2019,Dry,HT,84.7676
2696701,Hyderabad,India,2019,Dry,HT,82.1325
2697451,Hyderabad,India,2019,Dry,HT,84.4318
2971736,Hyderabad,India,2019,Dry,HT,88.5981
2972293,Hyderabad,India,2019,Dry,HT,84.3881
300038124,Hyderabad,India,2019,Dry,HT,90.5148
300039577,Hyderabad,India,2019,Dry,HT,91.1852
300166640,Hyderabad,India,2019,Dry,HT,74.8158
300233098,Hyderabad,India,2019,Dry,HT,88.8838
300258387,Hyderabad,India,2019,Dry,HT,88.4336
300266828,Hyderabad,India,2019,Dry,HT,94.9336
300266831,Hyderabad,India,2019,Dry,HT,103.7278
300266839,Hyderabad,India,2019,Dry,HT,92.1961
300266846,Hyderabad,India,2019,Dry,HT,88.3926
300287234,Hyderabad,India,2019,Dry,HT,93.2707
300293456,Hyderabad,India,2019,Dry,HT,85.4778
300294018,Hyderabad,India,2019,Dry,HT,83.9203
300296708,Hyderabad,India,2019,Dry,HT,80.5961
300764175,Hyderabad,India,2019,Dry,HT,88.3279
3423716,Hyderabad,India,2019,Dry,HT,88.378
3425923,Hyderabad,India,2019,Dry,HT,91.7044
3426973,Hyderabad,India,2019,Dry,HT,87.8394
3592078,Hyderabad,India,2019,Dry,HT,91.5277
3593039,Hyderabad,India,2019,Dry,HT,87.3827
3658769,Hyderabad,India,2019,Dry,HT,87.3223
3806855,Hyderabad,India,2019,Dry,HT,84.3655
4189053,Hyderabad,India,2019,Dry,HT,84.4658
4193103,Hyderabad,India,2019,Dry,HT,86.6489
4226523,Hyderabad,India,2019,Dry,HT,78.7723
4228927,Hyderabad,India,2019,Dry,HT,87.7456
4229118,Hyderabad,India,2019,Dry,HT,78.7091
4229178,Hyderabad,India,2019,Dry,HT,76.7532
4609623,Hyderabad,India,2019,Dry,HT,87.2447
1253957,Gazipur,Bangladesh,2019,Wet,YLD,3.648
1384968,Gazipur,Bangladesh,2019,Wet,YLD,3.836
1401800,Gazipur,Bangladesh,2019,Wet,YLD,3.8946
2337754,Gazipur,Bangladesh,2019,Wet,YLD,3.7533
2451001,Gazipur,Bangladesh,2019,Wet,YLD,3.6504
2642849,Gazipur,Bangladesh,2019,Wet,YLD,4.0157
2696701,Gazipur,Bangladesh,2019,Wet,YLD,3.6968
2697338,Gazipur,Bangladesh,2019,Wet,YLD,3.8107
2697419,Gazipur,Bangladesh,2019,Wet,YLD,3.8052
2697451,Gazipur,Bangladesh,2019,Wet,YLD,3.7873
2697797,Gazipur,Bangladesh,2019,Wet,YLD,3.5367
2858722,Gazipur,Bangladesh,2019,Wet,YLD,3.9975
2971736,Gazipur,Bangladesh,2019,Wet,YLD,3.6346
2972293,Gazipur,Bangladesh,2019,Wet,YLD,3.859
2972309,Gazipur,Bangladesh,2019,Wet,YLD,3.946
2972722,Gazipur,Bangladesh,2019,Wet,YLD,3.7337
2972796,Gazipur,Bangladesh,2019,Wet,YLD,3.985
300034581,Gazipur,Bangladesh,2019,Wet,YLD,3.7924
300035917,Gazipur,Bangladesh,2019,Wet,YLD,4.0104
300038124,Gazipur,Bangladesh,2019,Wet,YLD,4.0892
300038265,Gazipur,Bangladesh,2019,Wet,YLD,3.8648
300038266,Gazipur,Bangladesh,2019,Wet,YLD,3.6872
300038744,Gazipur,Bangladesh,2019,Wet,YLD,3.9053
300039577,Gazipur,Bangladesh,2019,Wet,YLD,3.6471
300040799,Gazipur,Bangladesh,2019,Wet,YLD,3.9215
300080634,Gazipur,Bangladesh,2019,Wet,YLD,3.7347
300166640,Gazipur,Bangladesh,2019,Wet,YLD,3.9098
300166641,Gazipur,Bangladesh,2019,Wet,YLD,3.7648
300172737,Gazipur,Bangladesh,2019,Wet,YLD,3.8682
300173154,Gazipur,Bangladesh,2019,Wet,YLD,3.7786
300174086,Gazipur,Bangladesh,2019,Wet,YLD,3.7628
300174380,Gazipur,Bangladesh,2019,Wet,YLD,3.7465
300252036,Gazipur,Bangladesh,2019,Wet,YLD,3.5356
300258387,Gazipur,Bangladesh,2019,Wet,YLD,3.9021
300266828,Gazipur,Bangladesh,2019,Wet,YLD,3.902
300266831,Gazipur,Bangladesh,2019,Wet,YLD,3.7731
300266832,Gazipur,Bangladesh,2019,Wet,YLD,3.7175
300266835,Gazipur,Bangladesh,2019,Wet,YLD,3.8633
300266839,Gazipur,Bangladesh,2019,Wet,YLD,3.4746
300266846,Gazipur,Bangladesh,2019,Wet,YLD,3.7547
300266848,Gazipur,Bangladesh,2019,Wet,YLD,3.6426
300279864,Gazipur,Bangladesh,2019,Wet,YLD,3.8463
300287234,Gazipur,Bangladesh,2019,Wet,YLD,3.7231
300293456,Gazipur,Bangladesh,2019,Wet,YLD,3.7616
300293539,Gazipur,Bangladesh,2019,Wet,YLD,3.9112
300293562,Gazipur,Bangladesh,2019,Wet,YLD,3.7026
300294018,Gazipur,Bangladesh,2019,Wet,YLD,3.7465
300294074,Gazipur,Bangladesh,2019,Wet,YLD,3.9338
300294080,Gazipur,Bangladesh,2019,Wet,YLD,3.6209
300296708,Gazipur,Bangladesh,2019,Wet,YLD,3.8122
300431704,Gazipur,Bangladesh,2019,Wet,YLD,3.898
300764175,Gazipur,Bangladesh,2019,Wet,YLD,3.5752
300764179,Gazipur,Bangladesh,2019,Wet,YLD,3.4967
300764184,Gazipur,Bangladesh,2019,Wet,YLD,3.6716
3022947,Gazipur,Bangladesh,2019,Wet,YLD,3.8358
3173051,Gazipur,Bangladesh,2019,Wet,YLD,3.5712
3272808,Gazipur,Bangladesh,2019,Wet,YLD,3.827
3423716,Gazipur,Bangladesh,2019,Wet,YLD,3.6237
3425601,Gazipur,Bangladesh,2019,Wet,YLD,4.0069
3425772,Gazipur,Bangladesh,2019,Wet,YLD,3.6941
3425923,Gazipur,Bangladesh,2019,Wet,YLD,3.7988
3426973,Gazipur,Bangladesh,2019,Wet,YLD,3.9706
3427347,Gazipur,Bangladesh,2019,Wet,YLD,3.6735
3523215,Gazipur,Bangladesh,2019,Wet,YLD,3.6518
3592078,Gazipur,Bangladesh,2019,Wet,YLD,3.5645
3592657,Gazipur,Bangladesh,2019,Wet,YLD,3.712
3593039,Gazipur,Bangladesh,2019,Wet,YLD,3.7793
3658769,Gazipur,Bangladesh,2019,Wet,YLD,3.6329
3806774,Gazipur,Bangladesh,2019,Wet,YLD,3.6941
3806855,Gazipur,Bangladesh,2019,Wet,YLD,3.6372
4016512,Gazipur,Bangladesh,2019,Wet,YLD,3.693
4016513,Gazipur,Bangladesh,2019,Wet,YLD,3.7368
4189053,Gazipur,Bangladesh,2019,Wet,YLD,3.7492
4193103,Gazipur,Bangladesh,2019,Wet,YLD,3.7651
4214820,Gazipur,Bangladesh,2019,Wet,YLD,3.5926
4220423,Gazipur,Bangladesh,2019,Wet,YLD,3.3358
4226523,Gazipur,Bangladesh,2019,Wet,YLD,3.277
4228927,Gazipur,Bangladesh,2019,Wet,YLD,3.7931
4229118,Gazipur,Bangladesh,2019,Wet,YLD,3.7883
4229178,Gazipur,Bangladesh,2019,Wet,YLD,3.7465
4609623,Gazipur,Bangladesh,2019,Wet,YLD,3.8749
4789041,Gazipur,Bangladesh,2019,Wet,YLD,3.7599
4789051,Gazipur,Bangladesh,2019,Wet,YLD,3.7762
4789056,Gazipur,Bangladesh,2019,Wet,YLD,3.582
4789719,Gazipur,Bangladesh,2019,Wet,YLD,3.7555
4789765,Gazipur,Bangladesh,2019,Wet,YLD,3.8308
4789819,Gazipur,Bangladesh,2019,Wet,YLD,3.9202
4815752,Gazipur,Bangladesh,2019,Wet,YLD,3.6177
4815880,Gazipur,Bangladesh,2019,Wet,YLD,3.8363
4016512,Gazipur,Bangladesh,2019,Wet,YLD,3.9373
1253957,Gazipur,Bangladesh,2019,Wet,DTF,90.3082
1384968,Gazipur,Bangladesh,2019,Wet,DTF,90.1161
1401800,Gazipur,Bangladesh,2019,Wet,DTF,88.242
2337754,Gazipur,Bangladesh,2019,Wet,DTF,90.0749
2451001,Gazipur,Bangladesh,2019,Wet,DTF,82.0298
2642849,Gazipur,Bangladesh,2019,Wet,DTF,88.8325
2696701,Gazipur,Bangladesh,2019,Wet,DTF,87.4187
2697338,Gazipur,Bangladesh,2019,Wet,DTF,91.4041
2697419,Gazipur,Bangladesh,2019,Wet,DTF,95.4012
2697451,Gazipur,Bangladesh,2019,Wet,DTF,98.7124
2697797,Gazipur,Bangladesh,2019,Wet,DTF,84.757
2858722,Gazipur,Bangladesh,2019,Wet,DTF,90.6402
2971736,Gazipur,Bangladesh,2019,Wet,DTF,83.463
2972293,Gazipur,Bangladesh,2019,Wet,DTF,89.2169
2972309,Gazipur,Bangladesh,2019,Wet,DTF,96.1163
2972722,Gazipur,Bangladesh,2019,Wet,DTF,87.4307
2972796,Gazipur,Bangladesh,2019,Wet,DTF,91.4938
300034581,Gazipur,Bangladesh,2019,Wet,DTF,85.3882
300035917,Gazipur,Bangladesh,2019,Wet,DTF,89.7484
300038124,Gazipur,Bangladesh,2019,Wet,DTF,92.4329
300038265,Gazipur,Bangladesh,2019,Wet,DTF,88.6162
300038266,Gazipur,Bangladesh,2019,Wet,DTF,86.9497
300038744,Gazipur,Bangladesh,2019,Wet,DTF,89.0964
300039577,Gazipur,Bangladesh,2019,Wet,DTF,92.3332
300040799,Gazipur,Bangladesh,2019,Wet,DTF,86.5601
300080634,Gazipur,Bangladesh,2019,Wet,DTF,91.6872
300166640,Gazipur,Bangladesh,2019,Wet,DTF,94.9791
300166641,Gazipur,Bangladesh,2019,Wet,DTF,88.2855
300172737,Gazipur,Bangladesh,2019,Wet,DTF,93.3209
300173154,Gazipur,Bangladesh,2019,Wet,DTF,84.9378
300174086,Gazipur,Bangladesh,2019,Wet,DTF,85.4664
300174380,Gazipur,Bangladesh,2019,Wet,DTF,90.2933
300252036,Gazipur,Bangladesh,2019,Wet,DTF,86.0831
300258387,Gazipur,Bangladesh,2019,Wet,DTF,90.9048
300266828,Gazipur,Bangladesh,2019,Wet,DTF,95.6746
300266831,Gazipur,Bangladesh,2019,Wet,DTF,94.9288
300266832,Gazipur,Bangladesh,2019,Wet,DTF,88.4241
300266835,Gazipur,Bangladesh,2019,Wet,DTF,89.8305
300266839,Gazipur,Bangladesh,2019,Wet,DTF,101.5791
300266846,Gazipur,Bangladesh,2019,Wet,DTF,82.6051
300266848,Gazipur,Bangladesh,2019,Wet,DTF,82.6257
300279864,Gazipur,Bangladesh,2019,Wet,DTF,86.6866
300287234,Gazipur,Bangladesh,2019,Wet,DTF,93.0771
300293456,Gazipur,Bangladesh,2019,Wet,DTF,92.0762
300293539,Gazipur,Bangladesh,2019,Wet,DTF,96.2397
300293562,Gazipur,Bangladesh,2019,Wet,DTF,84.1387
300294018,Gazipur,Bangladesh,2019,Wet,DTF,90.2933
300294074,Gazipur,Bangladesh,2019,Wet,DTF,98.4978
300294080,Gazipur,Bangladesh,2019,Wet,DTF,85.9452
300296708,Gazipur,Bangladesh,2019,Wet,DTF,87.0459
300431704,Gazipur,Bangladesh,2019,Wet,DTF,84.4162
300764175,Gazipur,Bangladesh,2019,Wet,DTF,88.621
300764179,Gazipur,Bangladesh,2019,Wet,DTF,89.8264
300764184,Gazipur,Bangladesh,2019,Wet,DTF,92.7464
3022947,Gazipur,Bangladesh,2019,Wet,DTF,96.2982
3173051,Gazipur,Bangladesh,2019,Wet,DTF,89.8145
3272808,Gazipur,Bangladesh,2019,Wet,DTF,91.089
3423716,Gazipur,Bangladesh,2019,Wet,DTF,84.657
3425601,Gazipur,Bangladesh,2019,Wet,DTF,92.2579
3425772,Gazipur,Bangladesh,2019,Wet,DTF,87.7633
3425923,Gazipur,Bangladesh,2019,Wet,DTF,87.4565
3426973,Gazipur,Bangladesh,2019,Wet,DTF,95.3138
3427347,Gazipur,Bangladesh,2019,Wet,DTF,96.9508
3523215,Gazipur,Bangladesh,2019,Wet,DTF,90.2494
3592078,Gazipur,Bangladesh,2019,Wet,DTF,95.0361
3592657,Gazipur,Bangladesh,2019,Wet,DTF,89.8474
3593039,Gazipur,Bangladesh,2019,Wet,DTF,89.3901
3658769,Gazipur,Bangladesh,2019,Wet,DTF,96.0758
3806774,Gazipur,Bangladesh,2019,Wet,DTF,87.429
3806855,Gazipur,Bangladesh,2019,Wet,DTF,91.3504
4016512,Gazipur,Bangladesh,2019,Wet,DTF,90.4705
4016513,Gazipur,Bangladesh,2019,Wet,DTF,87.4291
4189053,Gazipur,Bangladesh,2019,Wet,DTF,97.0788
4193103,Gazipur,Bangladesh,2019,Wet,DTF,82.6734
4214820,Gazipur,Bangladesh,2019,Wet,DTF,89.5041
4220423,Gazipur,Bangladesh,2019,Wet,DTF,90.2933
4226523,Gazipur,Bangladesh,2019,Wet,DTF,92.3321
4228927,Gazipur,Bangladesh,2019,Wet,DTF,89.5542
4229118,Gazipur,Bangladesh,2019,Wet,DTF,94.8011
4229178,Gazipur,Bangladesh,2019,Wet,DTF,81.7707
4609623,Gazipur,Bangladesh,2019,Wet,DTF,91.9245
4789041,Gazipur,Bangladesh,2019,Wet,DTF,94.1291
4789051,Gazipur,Bangladesh,2019,Wet,DTF,90.9276
4789056,Gazipur,Bangladesh,2019,Wet,DTF,85.6153
4789719,Gazipur,Bangladesh,2019,Wet,DTF,86.0311
4789765,Gazipur,Bangladesh,2019,Wet,DTF,86.1462
4789819,Gazipur,Bangladesh,2019,Wet,DTF,84.7431
