GID,Location,Country,Year,Season,Trait,BLUPs
4815752,Gazipur,Bangladesh,2019,Wet,DTF,87.6412
4815880,Gazipur,Bangladesh,2019,Wet,DTF,85.0915
4016512,Gazipur,Bangladesh,2019,Wet,DTF,95.3498
1253957,Gazipur,Bangladesh,2019,Wet,HT,118.0008
1384968,Gazipur,Bangladesh,2019,Wet,HT,134.0024
1401800,Gazipur,Bangladesh,2019,Wet,HT,124.566
2337754,Gazipur,Bangladesh,2019,Wet,HT,120.9678
2451001,Gazipur,Bangladesh,2019,Wet,HT,124.5294
2642849,Gazipur,Bangladesh,2019,Wet,HT,121.6121
2696701,Gazipur,Bangladesh,2019,Wet,HT,121.4045
2697338,Gazipur,Bangladesh,2019,Wet,HT,126.7691
2697419,Gazipur,Bangladesh,2019,Wet,HT,117.9404
2697451,Gazipur,Bangladesh,2019,Wet,HT,120.2954
2697797,Gazipur,Bangladesh,2019,Wet,HT,128.572
2858722,Gazipur,Bangladesh,2019,Wet,HT,120.6391
2971736,Gazipur,Bangladesh,2019,Wet,HT,119.7843
2972293,Gazipur,Bangladesh,2019,Wet,HT,118.3198
2972309,Gazipur,Bangladesh,2019,Wet,HT,119.5886
2972722,Gazipur,Bangladesh,2019,Wet,HT,122.6809
2972796,Gazipur,Bangladesh,2019,Wet,HT,133.6368
300034581,Gazipur,Bangladesh,2019,Wet,HT,122.2601
300035917,Gazipur,Bangladesh,2019,Wet,HT,123.5324
300038124,Gazipur,Bangladesh,2019,Wet,HT,125.2263
300038265,Gazipur,Bangladesh,2019,Wet,HT,125.3025
300038266,Gazipur,Bangladesh,2019,Wet,HT,122.7407
300038744,Gazipur,Bangladesh,2019,Wet,HT,122.5422
300039577,Gazipur,Bangladesh,2019,Wet,HT,128.9185
300040799,Gazipur,Bangladesh,2019,Wet,HT,117.1104
300080634,Gazipur,Bangladesh,2019,Wet,HT,121.4799
300166640,Gazipur,Bangladesh,2019,Wet,HT,114.7744
300166641,Gazipur,Bangladesh,2019,Wet,HT,117.1312
300172737,Gazipur,Bangladesh,2019,Wet,HT,122.6477
300173154,Gazipur,Bangladesh,2019,Wet,HT,120.0833
300174086,Gazipur,Bangladesh,2019,Wet,HT,121.9962
300174380,Gazipur,Bangladesh,2019,Wet,HT,122.7652
300252036,Gazipur,Bangladesh,2019,Wet,HT,117.2478
300258387,Gazipur,Bangladesh,2019,Wet,HT,124.1804
300266828,Gazipur,Bangladesh,2019,Wet,HT,130.0724
300266831,Gazipur,Bangladesh,2019,Wet,HT,128.8441
300266832,Gazipur,Bangladesh,2019,Wet,HT,122.6849
300266835,Gazipur,Bangladesh,2019,Wet,HT,125.418
300266839,Gazipur,Bangladesh,2019,Wet,HT,125.0557
300266846,Gazipur,Bangladesh,2019,Wet,HT,121.0838
300266848,Gazipur,Bangladesh,2019,Wet,HT,124.3401
300279864,Gazipur,Bangladesh,2019,Wet,HT,121.7443
300287234,Gazipur,Bangladesh,2019,Wet,HT,125.3629
300293456,Gazipur,Bangladesh,2019,Wet,HT,120.99
300293539,Gazipur,Bangladesh,2019,Wet,HT,119.8165
300293562,Gazipur,Bangladesh,2019,Wet,HT,112.5147
300294018,Gazipur,Bangladesh,2019,Wet,HT,122.7652
300294074,Gazipur,Bangladesh,2019,Wet,HT,118.068
300294080,Gazipur,Bangladesh,2019,Wet,HT,124.2621
300296708,Gazipur,Bangladesh,2019,Wet,HT,114.707
300431704,Gazipur,Bangladesh,2019,Wet,HT,119.5761
300764175,Gazipur,Bangladesh,2019,Wet,HT,119.7296
300764179,Gazipur,Bangladesh,2019,Wet,HT,125.3838
300764184,Gazipur,Bangladesh,2019,Wet,HT,130.9721
3022947,Gazipur,Bangladesh,2019,Wet,HT,125.8521
3173051,Gazipur,Bangladesh,2019,Wet,HT,118.7678
3272808,Gazipur,Bangladesh,2019,Wet,HT,137.2322
3423716,Gazipur,Bangladesh,2019,Wet,HT,117.2446
3425601,Gazipur,Bangladesh,2019,Wet,HT,125.9238
3425772,Gazipur,Bangladesh,2019,Wet,HT,132.8964
3425923,Gazipur,Bangladesh,2019,Wet,HT,120.661
3426973,Gazipur,Bangladesh,2019,Wet,HT,125.2685
3427347,Gazipur,Bangladesh,2019,Wet,HT,127.4013
3523215,Gazipur,Bangladesh,2019,Wet,HT,117.727
3592078,Gazipur,Bangladesh,2019,Wet,HT,119.433
3592657,Gazipur,Bangladesh,2019,Wet,HT,133.373
3593039,Gazipur,Bangladesh,2019,Wet,HT,117.5174
3658769,Gazipur,Bangladesh,2019,Wet,HT,115.6606
3806774,Gazipur,Bangladesh,2019,Wet,HT,120.7763
3806855,Gazipur,Bangladesh,2019,Wet,HT,121.6425
4016512,Gazipur,Bangladesh,2019,Wet,HT,116.9693
4016513,Gazipur,Bangladesh,2019,Wet,HT,121.2974
4189053,Gazipur,Bangladesh,2019,Wet,HT,121.9623
4193103,Gazipur,Bangladesh,2019,Wet,HT,121.0454
4214820,Gazipur,Bangladesh,2019,Wet,HT,131.1795
4220423,Gazipur,Bangladesh,2019,Wet,HT,122.7652
4226523,Gazipur,Bangladesh,2019,Wet,HT,111.6239
4228927,Gazipur,Bangladesh,2019,Wet,HT,121.1644
4229118,Gazipur,Bangladesh,2019,Wet,HT,117.5425
4229178,Gazipur,Bangladesh,2019,Wet,HT,122.7652
4609623,Gazipur,Bangladesh,2019,Wet,HT,118.8592
4789041,Gazipur,Bangladesh,2019,Wet,HT,126.1766
4789051,Gazipur,Bangladesh,2019,Wet,HT,131.0967
4789056,Gazipur,Bangladesh,2019,Wet,HT,121.5976
4789719,Gazipur,Bangladesh,2019,Wet,HT,124.7452
4789765,Gazipur,Bangladesh,2019,Wet,HT,121.606
4789819,Gazipur,Bangladesh,2019,Wet,HT,117.508
4815752,Gazipur,Bangladesh,2019,Wet,HT,124.9778
4815880,Gazipur,Bangladesh,2019,Wet,HT,122.9191
4016512,Gazipur,Bangladesh,2019,Wet,HT,118.2667
1201260,Hyderabad,India,2019,Wet,YLD,6.51
1401800,Hyderabad,India,2019,Wet,YLD,5.47
1960929,Hyderabad,India,2019,Wet,YLD,4.77
2451001,Hyderabad,India,2019,Wet,YLD,5.73
2696701,Hyderabad,India,2019,Wet,YLD,5.85
2971736,Hyderabad,India,2019,Wet,YLD,6.42
2972293,Hyderabad,India,2019,Wet,YLD,7.41
300038124,Hyderabad,India,2019,Wet,YLD,7.1
300039577,Hyderabad,India,2019,Wet,YLD,5.18
300166640,Hyderabad,India,2019,Wet,YLD,3.92
300233098,Hyderabad,India,2019,Wet,YLD,4.57
300258387,Hyderabad,India,2019,Wet,YLD,3.1
300266846,Hyderabad,India,2019,Wet,YLD,4.76
300287234,Hyderabad,India,2019,Wet,YLD,8.01
300293456,Hyderabad,India,2019,Wet,YLD,5.58
300294018,Hyderabad,India,2019,Wet,YLD,5.94
300296708,Hyderabad,India,2019,Wet,YLD,3.93
300764175,Hyderabad,India,2019,Wet,YLD,5.63
3423716,Hyderabad,India,2019,Wet,YLD,6.42
3425923,Hyderabad,India,2019,Wet,YLD,7.99
3592078,Hyderabad,India,2019,Wet,YLD,6.31
3593039,Hyderabad,India,2019,Wet,YLD,4.55
3658769,Hyderabad,India,2019,Wet,YLD,4.61
3806855,Hyderabad,India,2019,Wet,YLD,6.78
4016512,Hyderabad,India,2019,Wet,YLD,4.21
4189053,Hyderabad,India,2019,Wet,YLD,1.97
4193103,Hyderabad,India,2019,Wet,YLD,5.75
4226523,Hyderabad,India,2019,Wet,YLD,5.53
4228927,Hyderabad,India,2019,Wet,YLD,8.34
4229118,Hyderabad,India,2019,Wet,YLD,4.15
4609623,Hyderabad,India,2019,Wet,YLD,4.19
1201260,Hyderabad,India,2019,Wet,DTF,110
1401800,Hyderabad,India,2019,Wet,DTF,117
1960929,Hyderabad,India,2019,Wet,DTF,118
2433533,Hyderabad,India,2019,Wet,DTF,99
2451001,Hyderabad,India,2019,Wet,DTF,105
2696701,Hyderabad,India,2019,Wet,DTF,113
2697451,Hyderabad,India,2019,Wet,DTF,112
2971736,Hyderabad,India,2019,Wet,DTF,104
2972293,Hyderabad,India,2019,Wet,DTF,110
300038124,Hyderabad,India,2019,Wet,DTF,117
300039577,Hyderabad,India,2019,Wet,DTF,116
300166640,Hyderabad,India,2019,Wet,DTF,106
300233098,Hyderabad,India,2019,Wet,DTF,103
300258387,Hyderabad,India,2019,Wet,DTF,102
300266828,Hyderabad,India,2019,Wet,DTF,110
300266831,Hyderabad,India,2019,Wet,DTF,112
300266839,Hyderabad,India,2019,Wet,DTF,109
300266846,Hyderabad,India,2019,Wet,DTF,107
300287234,Hyderabad,India,2019,Wet,DTF,109
300293456,Hyderabad,India,2019,Wet,DTF,109
300294018,Hyderabad,India,2019,Wet,DTF,114
300296708,Hyderabad,India,2019,Wet,DTF,108
300764175,Hyderabad,India,2019,Wet,DTF,112
3423716,Hyderabad,India,2019,Wet,DTF,105
3425923,Hyderabad,India,2019,Wet,DTF,102
3426973,Hyderabad,India,2019,Wet,DTF,113
3592078,Hyderabad,India,2019,Wet,DTF,108
3593039,Hyderabad,India,2019,Wet,DTF,101
3658769,Hyderabad,India,2019,Wet,DTF,108
3806855,Hyderabad,India,2019,Wet,DTF,109
4016512,Hyderabad,India,2019,Wet,DTF,112
4189053,Hyderabad,India,2019,Wet,DTF,113
4193103,Hyderabad,India,2019,Wet,DTF,111
4226523,Hyderabad,India,2019,Wet,DTF,116
4228927,Hyderabad,India,2019,Wet,DTF,103
4229118,Hyderabad,India,2019,Wet,DTF,112
4229178,Hyderabad,India,2019,Wet,DTF,105
4609623,Hyderabad,India,2019,Wet,DTF,108
1201260,Hyderabad,India,2019,Wet,HT,97
1401800,Hyderabad,India,2019,Wet,HT,108.33
1960929,Hyderabad,India,2019,Wet,HT,101.33
2433533,Hyderabad,India,2019,Wet,HT,88.33
2451001,Hyderabad,India,2019,Wet,HT,121.67
2696701,Hyderabad,India,2019,Wet,HT,112.33
2697451,Hyderabad,India,2019,Wet,HT,102.33
2971736,Hyderabad,India,2019,Wet,HT,98.33
2972293,Hyderabad,India,2019,Wet,HT,66.33
300038124,Hyderabad,India,2019,Wet,HT,101.67
300039577,Hyderabad,India,2019,Wet,HT,127.67
300166640,Hyderabad,India,2019,Wet,HT,102.33
300233098,Hyderabad,India,2019,Wet,HT,101.33
300258387,Hyderabad,India,2019,Wet,HT,108.67
300266828,Hyderabad,India,2019,Wet,HT,116.67
300266831,Hyderabad,India,2019,Wet,HT,111.67
300266839,Hyderabad,India,2019,Wet,HT,133.33
300266846,Hyderabad,India,2019,Wet,HT,100.33
300287234,Hyderabad,India,2019,Wet,HT,77.67
300293456,Hyderabad,India,2019,Wet,HT,119
300294018,Hyderabad,India,2019,Wet,HT,103.67
300296708,Hyderabad,India,2019,Wet,HT,83.67
300764175,Hyderabad,India,2019,Wet,HT,132
3423716,Hyderabad,India,2019,Wet,HT,107.33
3425923,Hyderabad,India,2019,Wet,HT,107.33
3426973,Hyderabad,India,2019,Wet,HT,116.67
3592078,Hyderabad,India,2019,Wet,HT,108.33
3593039,Hyderabad,India,2019,Wet,HT,93
3658769,Hyderabad,India,2019,Wet,HT,75
3806855,Hyderabad,India,2019,Wet,HT,107.67
4016512,Hyderabad,India,2019,Wet,HT,115
4189053,Hyderabad,India,2019,Wet,HT,105
4193103,Hyderabad,India,2019,Wet,HT,110
4226523,Hyderabad,India,2019,Wet,HT,98
4228927,Hyderabad,India,2019,Wet,HT,91.33
4229118,Hyderabad,India,2019,Wet,HT,83
4229178,Hyderabad,India,2019,Wet,HT,91.67
4609623,Hyderabad,India,2019,Wet,HT,106
1253957,Nizmawna,Bangladesh,2019,Wet,YLD,4.42
1384968,Nizmawna,Bangladesh,2019,Wet,YLD,4.72
1401800,Nizmawna,Bangladesh,2019,Wet,YLD,5.43
2337754,Nizmawna,Bangladesh,2019,Wet,YLD,4.71
2451001,Nizmawna,Bangladesh,2019,Wet,YLD,5.11
2642849,Nizmawna,Bangladesh,2019,Wet,YLD,5.46
2696701,Nizmawna,Bangladesh,2019,Wet,YLD,4.71
2697338,Nizmawna,Bangladesh,2019,Wet,YLD,4.93
2697419,Nizmawna,Bangladesh,2019,Wet,YLD,5.69
2697451,Nizmawna,Bangladesh,2019,Wet,YLD,5.11
2697797,Nizmawna,Bangladesh,2019,Wet,YLD,5.66
2858722,Nizmawna,Bangladesh,2019,Wet,YLD,4.52
2971736,Nizmawna,Bangladesh,2019,Wet,YLD,5.1
2972293,Nizmawna,Bangladesh,2019,Wet,YLD,5.87
2972309,Nizmawna,Bangladesh,2019,Wet,YLD,4.9
2972722,Nizmawna,Bangladesh,2019,Wet,YLD,4.93
2972796,Nizmawna,Bangladesh,2019,Wet,YLD,5.66
300034581,Nizmawna,Bangladesh,2019,Wet,YLD,4.54
300035917,Nizmawna,Bangladesh,2019,Wet,YLD,6.06
300038124,Nizmawna,Bangladesh,2019,Wet,YLD,4.15
300038744,Nizmawna,Bangladesh,2019,Wet,YLD,4.9
300039577,Nizmawna,Bangladesh,2019,Wet,YLD,5.28
300040799,Nizmawna,Bangladesh,2019,Wet,YLD,4.91
300080634,Nizmawna,Bangladesh,2019,Wet,YLD,5.29
300166640,Nizmawna,Bangladesh,2019,Wet,YLD,4.73
300166641,Nizmawna,Bangladesh,2019,Wet,YLD,4.93
300172737,Nizmawna,Bangladesh,2019,Wet,YLD,4.08
300173154,Nizmawna,Bangladesh,2019,Wet,YLD,4.54
300174086,Nizmawna,Bangladesh,2019,Wet,YLD,5.29
300174380,Nizmawna,Bangladesh,2019,Wet,YLD,4.54
300252036,Nizmawna,Bangladesh,2019,Wet,YLD,5.46
300258387,Nizmawna,Bangladesh,2019,Wet,YLD,4.9
300266828,Nizmawna,Bangladesh,2019,Wet,YLD,4.89
300266831,Nizmawna,Bangladesh,2019,Wet,YLD,4.53
300266832,Nizmawna,Bangladesh,2019,Wet,YLD,4.71
300266835,Nizmawna,Bangladesh,2019,Wet,YLD,5.29
300266839,Nizmawna,Bangladesh,2019,Wet,YLD,4.71
300266846,Nizmawna,Bangladesh,2019,Wet,YLD,5.3
300266848,Nizmawna,Bangladesh,2019,Wet,YLD,5.3
300279864,Nizmawna,Bangladesh,2019,Wet,YLD,3.75
300287234,Nizmawna,Bangladesh,2019,Wet,YLD,5.66
300293456,Nizmawna,Bangladesh,2019,Wet,YLD,5.66
300293539,Nizmawna,Bangladesh,2019,Wet,YLD,4.74
300293562,Nizmawna,Bangladesh,2019,Wet,YLD,4.93
300294018,Nizmawna,Bangladesh,2019,Wet,YLD,5.11
300294074,Nizmawna,Bangladesh,2019,Wet,YLD,5.84
300294080,Nizmawna,Bangladesh,2019,Wet,YLD,4.34
300296708,Nizmawna,Bangladesh,2019,Wet,YLD,5.29
300431704,Nizmawna,Bangladesh,2019,Wet,YLD,4.17
300764175,Nizmawna,Bangladesh,2019,Wet,YLD,4.73
300764179,Nizmawna,Bangladesh,2019,Wet,YLD,4.53
300764184,Nizmawna,Bangladesh,2019,Wet,YLD,5.66
3022947,Nizmawna,Bangladesh,2019,Wet,YLD,4.73
3173051,Nizmawna,Bangladesh,2019,Wet,YLD,4.91
3272808,Nizmawna,Bangladesh,2019,Wet,YLD,4.54
3423716,Nizmawna,Bangladesh,2019,Wet,YLD,4.71
3425601,Nizmawna,Bangladesh,2019,Wet,YLD,4.35
3425772,Nizmawna,Bangladesh,2019,Wet,YLD,4.49
3425923,Nizmawna,Bangladesh,2019,Wet,YLD,5.29
3426973,Nizmawna,Bangladesh,2019,Wet,YLD,5.48
3427347,Nizmawna,Bangladesh,2019,Wet,YLD,5.86
3523215,Nizmawna,Bangladesh,2019,Wet,YLD,5.31
3592078,Nizmawna,Bangladesh,2019,Wet,YLD,5.49
3592657,Nizmawna,Bangladesh,2019,Wet,YLD,4.87
3593039,Nizmawna,Bangladesh,2019,Wet,YLD,5.48
3658769,Nizmawna,Bangladesh,2019,Wet,YLD,5.48
3806774,Nizmawna,Bangladesh,2019,Wet,YLD,5.12
3806855,Nizmawna,Bangladesh,2019,Wet,YLD,3.78
4016512,Nizmawna,Bangladesh,2019,Wet,YLD,5.65
4016513,Nizmawna,Bangladesh,2019,Wet,YLD,5.11
4189053,Nizmawna,Bangladesh,2019,Wet,YLD,3.96
4193103,Nizmawna,Bangladesh,2019,Wet,YLD,5.48
4214820,Nizmawna,Bangladesh,2019,Wet,YLD,5.28
4220423,Nizmawna,Bangladesh,2019,Wet,YLD,4.72
4226523,Nizmawna,Bangladesh,2019,Wet,YLD,5.23
4228927,Nizmawna,Bangladesh,2019,Wet,YLD,4.54
4229118,Nizmawna,Bangladesh,2019,Wet,YLD,4.91
4229178,Nizmawna,Bangladesh,2019,Wet,YLD,5.48
4609623,Nizmawna,Bangladesh,2019,Wet,YLD,5.48
4789041,Nizmawna,Bangladesh,2019,Wet,YLD,5.48
4789056,Nizmawna,Bangladesh,2019,Wet,YLD,5.09
4789719,Nizmawna,Bangladesh,2019,Wet,YLD,5.84
4789765,Nizmawna,Bangladesh,2019,Wet,YLD,4.9
4789819,Nizmawna,Bangladesh,2019,Wet,YLD,4.54
4815752,Nizmawna,Bangladesh,2019,Wet,YLD,5.81
4815880,Nizmawna,Bangladesh,2019,Wet,YLD,5.29
4016512,Nizmawna,Bangladesh,2019,Wet,YLD,4.34
1253957,Nizmawna,Bangladesh,2019,Wet,DTF,95
1384968,Nizmawna,Bangladesh,2019,Wet,DTF,95
1401800,Nizmawna,Bangladesh,2019,Wet,DTF,90
2337754,Nizmawna,Bangladesh,2019,Wet,DTF,93
2451001,Nizmawna,Bangladesh,2019,Wet,DTF,87
2642849,Nizmawna,Bangladesh,2019,Wet,DTF,91
2696701,Nizmawna,Bangladesh,2019,Wet,DTF,91
2697338,Nizmawna,Bangladesh,2019,Wet,DTF,95
2697419,Nizmawna,Bangladesh,2019,Wet,DTF,96
2697451,Nizmawna,Bangladesh,2019,Wet,DTF,95
2697797,Nizmawna,Bangladesh,2019,Wet,DTF,88
2858722,Nizmawna,Bangladesh,2019,Wet,DTF,96
2971736,Nizmawna,Bangladesh,2019,Wet,DTF,90
2972293,Nizmawna,Bangladesh,2019,Wet,DTF,90
2972309,Nizmawna,Bangladesh,2019,Wet,DTF,96
2972722,Nizmawna,Bangladesh,2019,Wet,DTF,90
2972796,Nizmawna,Bangladesh,2019,Wet,DTF,95
300034581,Nizmawna,Bangladesh,2019,Wet,DTF,90
300035917,Nizmawna,Bangladesh,2019,Wet,DTF,91
300038124,Nizmawna,Bangladesh,2019,Wet,DTF,95
300038265,Nizmawna,Bangladesh,2019,Wet,DTF,91
300038266,Nizmawna,Bangladesh,2019,Wet,DTF,88
300038744,Nizmawna,Bangladesh,2019,Wet,DTF,91
300039577,Nizmawna,Bangladesh,2019,Wet,DTF,93
300040799,Nizmawna,Bangladesh,2019,Wet,DTF,95
300080634,Nizmawna,Bangladesh,2019,Wet,DTF,96
300166640,Nizmawna,Bangladesh,2019,Wet,DTF,97
300166641,Nizmawna,Bangladesh,2019,Wet,DTF,88
300172737,Nizmawna,Bangladesh,2019,Wet,DTF,96
300173154,Nizmawna,Bangladesh,2019,Wet,DTF,90
300174086,Nizmawna,Bangladesh,2019,Wet,DTF,88
300174380,Nizmawna,Bangladesh,2019,Wet,DTF,88
300252036,Nizmawna,Bangladesh,2019,Wet,DTF,86
300258387,Nizmawna,Bangladesh,2019,Wet,DTF,92
300266828,Nizmawna,Bangladesh,2019,Wet,DTF,104
300266831,Nizmawna,Bangladesh,2019,Wet,DTF,92
300266832,Nizmawna,Bangladesh,2019,Wet,DTF,91
300266835,Nizmawna,Bangladesh,2019,Wet,DTF,92
300266839,Nizmawna,Bangladesh,2019,Wet,DTF,105
300266846,Nizmawna,Bangladesh,2019,Wet,DTF,89
300266848,Nizmawna,Bangladesh,2019,Wet,DTF,87
300279864,Nizmawna,Bangladesh,2019,Wet,DTF,90
300287234,Nizmawna,Bangladesh,2019,Wet,DTF,92
300293456,Nizmawna,Bangladesh,2019,Wet,DTF,97
300293539,Nizmawna,Bangladesh,2019,Wet,DTF,97
300293562,Nizmawna,Bangladesh,2019,Wet,DTF,90
300294018,Nizmawna,Bangladesh,2019,Wet,DTF,90
300294074,Nizmawna,Bangladesh,2019,Wet,DTF,87
300294080,Nizmawna,Bangladesh,2019,Wet,DTF,88
300296708,Nizmawna,Bangladesh,2019,Wet,DTF,95
300431704,Nizmawna,Bangladesh,2019,Wet,DTF,87
300764175,Nizmawna,Bangladesh,2019,Wet,DTF,91
300764179,Nizmawna,Bangladesh,2019,Wet,DTF,89
300764184,Nizmawna,Bangladesh,2019,Wet,DTF,89
3022947,Nizmawna,Bangladesh,2019,Wet,DTF,96
3173051,Nizmawna,Bangladesh,2019,Wet,DTF,95
3272808,Nizmawna,Bangladesh,2019,Wet,DTF,91
3423716,Nizmawna,Bangladesh,2019,Wet,DTF,90
3425601,Nizmawna,Bangladesh,2019,Wet,DTF,97
3425772,Nizmawna,Bangladesh,2019,Wet,DTF,94
3425923,Nizmawna,Bangladesh,2019,Wet,DTF,87
3426973,Nizmawna,Bangladesh,2019,Wet,DTF,104
3427347,Nizmawna,Bangladesh,2019,Wet,DTF,102
3523215,Nizmawna,Bangladesh,2019,Wet,DTF,97
3592078,Nizmawna,Bangladesh,2019,Wet,DTF,98
3592657,Nizmawna,Bangladesh,2019,Wet,DTF,91
3593039,Nizmawna,Bangladesh,2019,Wet,DTF,88
3658769,Nizmawna,Bangladesh,2019,Wet,DTF,96
3806774,Nizmawna,Bangladesh,2019,Wet,DTF,88
3806855,Nizmawna,Bangladesh,2019,Wet,DTF,87
4016512,Nizmawna,Bangladesh,2019,Wet,DTF,96
4016513,Nizmawna,Bangladesh,2019,Wet,DTF,92
4189053,Nizmawna,Bangladesh,2019,Wet,DTF,96
4193103,Nizmawna,Bangladesh,2019,Wet,DTF,86
4214820,Nizmawna,Bangladesh,2019,Wet,DTF,96
4226523,Nizmawna,Bangladesh,2019,Wet,DTF,89
4228927,Nizmawna,Bangladesh,2019,Wet,DTF,91
4229118,Nizmawna,Bangladesh,2019,Wet,DTF,103
4609623,Nizmawna,Bangladesh,2019,Wet,DTF,93.5
4789041,Nizmawna,Bangladesh,2019,Wet,DTF,96
4789051,Nizmawna,Bangladesh,2019,Wet,DTF,88
4789056,Nizmawna,Bangladesh,2019,Wet,DTF,93
4789719,Nizmawna,Bangladesh,2019,Wet,DTF,87
4789765,Nizmawna,Bangladesh,2019,Wet,DTF,87
4789819,Nizmawna,Bangladesh,2019,Wet,DTF,86
4815752,Nizmawna,Bangladesh,2019,Wet,DTF,89
4815880,Nizmawna,Bangladesh,2019,Wet,DTF,92
4016512,Nizmawna,Bangladesh,2019,Wet,DTF,93
1253957,Nizmawna,Bangladesh,2019,Wet,HT,119.8
1384968,Nizmawna,Bangladesh,2019,Wet,HT,127.2
1401800,Nizmawna,Bangladesh,2019,Wet,HT,121.6
2337754,Nizmawna,Bangladesh,2019,Wet,HT,129.8
2451001,Nizmawna,Bangladesh,2019,Wet,HT,119.2
2642849,Nizmawna,Bangladesh,2019,Wet,HT,120.8
2696701,Nizmawna,Bangladesh,2019,Wet,HT,120.8
2697338,Nizmawna,Bangladesh,2019,Wet,HT,127.2
2697419,Nizmawna,Bangladesh,2019,Wet,HT,125.2
2697451,Nizmawna,Bangladesh,2019,Wet,HT,141
2697797,Nizmawna,Bangladesh,2019,Wet,HT,127.8
2858722,Nizmawna,Bangladesh,2019,Wet,HT,117.8
2971736,Nizmawna,Bangladesh,2019,Wet,HT,112.8
2972293,Nizmawna,Bangladesh,2019,Wet,HT,125.8
2972309,Nizmawna,Bangladesh,2019,Wet,HT,116
2972722,Nizmawna,Bangladesh,2019,Wet,HT,125.8
2972796,Nizmawna,Bangladesh,2019,Wet,HT,129.2
300034581,Nizmawna,Bangladesh,2019,Wet,HT,123
300035917,Nizmawna,Bangladesh,2019,Wet,HT,116.4
300038124,Nizmawna,Bangladesh,2019,Wet,HT,126.2
300038265,Nizmawna,Bangladesh,2019,Wet,HT,114.2
300038266,Nizmawna,Bangladesh,2019,Wet,HT,118.8
300038744,Nizmawna,Bangladesh,2019,Wet,HT,120.8
300039577,Nizmawna,Bangladesh,2019,Wet,HT,134.8
300040799,Nizmawna,Bangladesh,2019,Wet,HT,112.2
300080634,Nizmawna,Bangladesh,2019,Wet,HT,115.8
300166640,Nizmawna,Bangladesh,2019,Wet,HT,111.2
300166641,Nizmawna,Bangladesh,2019,Wet,HT,108.8
300172737,Nizmawna,Bangladesh,2019,Wet,HT,121.6
300173154,Nizmawna,Bangladesh,2019,Wet,HT,109.6
300174086,Nizmawna,Bangladesh,2019,Wet,HT,121.6
300174380,Nizmawna,Bangladesh,2019,Wet,HT,123.8
300252036,Nizmawna,Bangladesh,2019,Wet,HT,119.8
300258387,Nizmawna,Bangladesh,2019,Wet,HT,121
300266828,Nizmawna,Bangladesh,2019,Wet,HT,139.6
300266831,Nizmawna,Bangladesh,2019,Wet,HT,145.8
300266832,Nizmawna,Bangladesh,2019,Wet,HT,115.8
300266835,Nizmawna,Bangladesh,2019,Wet,HT,130.2
300266839,Nizmawna,Bangladesh,2019,Wet,HT,139.8
300266846,Nizmawna,Bangladesh,2019,Wet,HT,125
300266848,Nizmawna,Bangladesh,2019,Wet,HT,115.6
300279864,Nizmawna,Bangladesh,2019,Wet,HT,116.8
300287234,Nizmawna,Bangladesh,2019,Wet,HT,146.8
300293456,Nizmawna,Bangladesh,2019,Wet,HT,104.6
300293539,Nizmawna,Bangladesh,2019,Wet,HT,110.8
300293562,Nizmawna,Bangladesh,2019,Wet,HT,105.8
300294018,Nizmawna,Bangladesh,2019,Wet,HT,113
300294074,Nizmawna,Bangladesh,2019,Wet,HT,111.2
300294080,Nizmawna,Bangladesh,2019,Wet,HT,120.6
300296708,Nizmawna,Bangladesh,2019,Wet,HT,110.4
300431704,Nizmawna,Bangladesh,2019,Wet,HT,106.6
300764175,Nizmawna,Bangladesh,2019,Wet,HT,119.8
300764179,Nizmawna,Bangladesh,2019,Wet,HT,110.4
300764184,Nizmawna,Bangladesh,2019,Wet,HT,125.8
3022947,Nizmawna,Bangladesh,2019,Wet,HT,129
3173051,Nizmawna,Bangladesh,2019,Wet,HT,127
3272808,Nizmawna,Bangladesh,2019,Wet,HT,135.8
3423716,Nizmawna,Bangladesh,2019,Wet,HT,120.8
3425601,Nizmawna,Bangladesh,2019,Wet,HT,127.2
3425772,Nizmawna,Bangladesh,2019,Wet,HT,129.6
3425923,Nizmawna,Bangladesh,2019,Wet,HT,122.6
3426973,Nizmawna,Bangladesh,2019,Wet,HT,134.6
3427347,Nizmawna,Bangladesh,2019,Wet,HT,128.6
3523215,Nizmawna,Bangladesh,2019,Wet,HT,103.8
3592078,Nizmawna,Bangladesh,2019,Wet,HT,119.8
3592657,Nizmawna,Bangladesh,2019,Wet,HT,123.2
3593039,Nizmawna,Bangladesh,2019,Wet,HT,116.8
3658769,Nizmawna,Bangladesh,2019,Wet,HT,113.2
3806774,Nizmawna,Bangladesh,2019,Wet,HT,108.4
3806855,Nizmawna,Bangladesh,2019,Wet,HT,115.4
4016512,Nizmawna,Bangladesh,2019,Wet,HT,112
4016513,Nizmawna,Bangladesh,2019,Wet,HT,129.6
4189053,Nizmawna,Bangladesh,2019,Wet,HT,116.6
4193103,Nizmawna,Bangladesh,2019,Wet,HT,117.8
4214820,Nizmawna,Bangladesh,2019,Wet,HT,131.6
4220423,Nizmawna,Bangladesh,2019,Wet,HT,103
4226523,Nizmawna,Bangladesh,2019,Wet,HT,100.2
4228927,Nizmawna,Bangladesh,2019,Wet,HT,131.6
4229118,Nizmawna,Bangladesh,2019,Wet,HT,110
4229178,Nizmawna,Bangladesh,2019,Wet,HT,102
