dataset,methods,methods_unaugmented,envs,genos_per_env,tier_I,tier_II,tier_III,max_drift_tierII_affine,min_drift_tierIII_affine,reversal,ci_lo,ci_hi,reversal_unaugmented,ci_lo_unaug,ci_hi_unaug,width,width_frac,reliability,threshold_estimable
CUBIC,52,17,5,1336,1,1,20,0.0,0.1475129736946847,0.4719626168224299,0.36908134513491164,0.539472311128362,0.13970588235294118,0.007751937984496124,0.3256385817765914,43.0,0.8269230769230769,0.8934777020948466,False
