dataset,unit,s2g,s2e,entries,plots,n0,n_harm,n_bar,frac_single,ceiling_n1,ceiling_n2,ceiling_n3,ceiling_n4,ceiling_n_harm,ceiling_inf,H2_n1,H2_n2,legacy_H2,legacy_ceiling,legacy_nbar,blue_reliability,blue_ceiling,blue_lines
maize_G2F,IAH4_2018,1.1001842703799058,1.2968556843713073,817.0,1386.0,1.6959033613445378,1.4254528535851296,1.696450428396573,0.42962056303549573,0.6774778165729208,0.7932059705287163,0.8472991994392425,0.8788545569387828,0.7398403309084949,1.0,0.4589761919484121,0.6291757116824028,0.6368766502181405,0.7980455188885786,2.221030042918455,,,
maize_G2F,IAH4_2021,1.10031938420724,2.029809347765906,1130.0,1488.0,1.3160792689314933,1.1141629692231847,1.3168141592920355,0.8115044247787611,0.5928956752092454,0.7212423060134602,0.7869101346917255,0.8272698356586613,0.613632830103158,1.0,0.35152528168182695,0.5201904639836138,0.6676829345483192,0.8171186783743958,2.68075117370892,,,
maize_G2F,ILH1_2014,2.6450143216223423,2.4289980896171883,241.0,478.0,1.9825836820083682,1.8032173587729143,1.983402489626556,0.14107883817427386,0.722001751883043,0.8278425394901194,0.8750040818250875,0.9018226285398515,0.8139843006953138,1.0,0.5212865297221833,0.6853232701894499,0.7013159761053637,0.8374461034032958,2.1449275362318843,,,
maize_G2F,ILH1_2015,0.530908580337583,3.4297053514882383,419.0,481.0,1.1476688318793582,1.0768901263653887,1.1479713603818615,0.8591885441527446,0.366124352595932,0.4862146939794162,0.5631362779309504,0.6183904140235743,0.3779963933612537,1.0,0.13404704156379035,0.23640472864149734,0.6246045872203763,0.7903192944755786,2.0508474576271185,,,
maize_G2F,ILH1_2016,0.820862357144437,3.8788048868896983,227.0,360.0,1.5850786627335298,1.399075500770416,1.5859030837004404,0.43612334801762115,0.41792814143857926,0.5453305105137894,0.6231656392917988,0.6770804855423045,0.4779586899674196,1.0,0.1746639314063051,0.2973853656972302,0.04916037527587881,0.22172139111028238,2.0390625,,,
maize_G2F,ILH1_2018,2.408861910689293,1.0166019653075316,400.0,498.0,1.2445672413966642,1.1339475549255846,1.245,0.7675,0.8385833906163395,0.9087106373982776,0.936308541383652,0.9510850558361517,0.8536805788332529,1.0,0.7032221030175961,0.825755022520784,0.893595013497277,0.945301546331792,2.053763440860215,,,
maize_G2F,ILH1_2019,0.49581810167082313,2.527651250641229,470.0,496.0,1.055127587867116,1.0247093023255813,1.0553191489361702,0.9531914893617022,0.40495652751582817,0.5308218806409741,0.6086579975679745,0.6630685756730036,0.4091010785985099,1.0,0.16398978917767768,0.2817718689672206,0.7481227358850816,0.8649408857749075,2.1818181818181817,,,
maize_G2F,ILH1_2021,1.9342759044797984,1.9792581525231465,406.0,536.0,1.3196517412935322,1.1768115942028985,1.3201970443349753,0.7068965517241379,0.7030312857967786,0.8133502104067678,0.8635188633266228,0.8923543976927534,0.7313672718880917,1.0,0.4942529888090719,0.6615385647687335,0.7942898165956219,0.8912293849484665,2.092436974789916,,,
maize_G2F,INH1_2014,1.2845257819346343,0.9139041827206242,242.0,484.0,1.9992798600871025,1.8127340823970037,2.0,0.1487603305785124,0.7643901733216357,0.8588403343580037,0.8990576289158392,0.9214073800532483,0.8474315756766846,1.0,0.5842923370706803,0.7376067199201675,0.7460239067968106,0.863726754707072,2.174757281553398,,,
maize_G2F,INH1_2015,1.1716368087172377,2.5313132252920347,426.0,491.0,1.1522702767461364,1.07870858830977,1.1525821596244132,0.8568075117370892,0.5625000658979638,0.6933341558966128,0.7624564225837598,0.8057907142941438,0.5770760813730045,1.0,0.3164063241352135,0.4807122517328687,0.5890929728339164,0.7675239232974542,2.0655737704918034,,,
