dataset,unit,s2g,s2e,entries,plots,n0,n_harm,n_bar,frac_single,ceiling_n1,ceiling_n2,ceiling_n3,ceiling_n4,ceiling_n_harm,ceiling_inf,H2_n1,H2_n2,legacy_H2,legacy_ceiling,legacy_nbar,blue_reliability,blue_ceiling,blue_lines
maize_G2F,MIH1_2018,0.5791579802668753,2.075105778653419,386.0,494.0,1.2793206793206793,1.1556886227544911,1.2797927461139897,0.7357512953367875,0.46711787203025273,0.5985250661896597,0.6750713596172756,0.7262904293529434,0.4938473171549047,1.0,0.2181991063700716,0.3582322548573366,0.6169452830651602,0.785458645038146,2.0588235294117645,,,
maize_G2F,MIH1_2019,0.5122008847338487,2.944039855808075,469.0,496.0,1.057373518059002,1.025884068538097,1.0575692963752665,0.9509594882729211,0.384962272667561,0.5080718834145699,0.5856129096605003,0.6405841455936534,0.3891669472583849,1.0,0.1481959513773736,0.25813703871642824,0.6702456542856238,0.8186853206731044,2.1739130434782608,,,
maize_G2F,MIH1_2020,0.6818427716384898,2.036308601554475,416.0,842.0,2.0239418481527056,2.0032102728731944,2.0240384615384617,0.004807692307692308,0.5008472585985428,0.6333124616080463,0.7079049077160768,0.7566601118103881,0.6336166072791254,1.0,0.25084797644567564,0.4010846740280432,0.3957551839862951,0.6290907597368564,2.028985507246377,,,
maize_G2F,MIH1_2021,1.2070153625700404,1.754826612012277,418.0,843.0,2.0166983850641906,2.0047961630695443,2.0167464114832536,0.0023923444976076554,0.6383743917737671,0.7609618422622928,0.820715315930476,0.8564029594233573,0.7613452862584636,1.0,0.40752186407252705,0.5790629253792227,0.5838684836315592,0.7641128736198332,2.0191846522781773,,,
maize_G2F,MNH1_2014,1.6959256904790465,1.8082421758345488,236.0,444.0,1.8798734905117884,1.6023537399569991,1.88135593220339,0.2923728813559322,0.6956823068205734,0.8076307177972467,0.8589439091582227,0.8885618490965353,0.7748881253359634,1.0,0.4839738720231945,0.6522673763296959,0.659011337316836,0.8117951326023309,2.245508982035928,,,
maize_G2F,MNH1_2015,0.7540209865906446,1.499252962264391,408.0,489.0,1.1982032227431,1.110204081632653,1.1985294117647058,0.8014705882352942,0.5784751655364068,0.7081393096234202,0.7755011354390497,0.8172908415579621,0.5985801396109257,1.0,0.33463351714237327,0.5014612818339342,0.538376203597234,0.7337412374926422,2.0,,,
maize_G2F,MNH1_2016,1.84160256051182,0.9423697456161167,242.0,432.0,1.7845013062855388,1.6106489184692179,1.7851239669421488,0.25206611570247933,0.8133275803106286,0.8923394545145847,0.9242749747252541,0.9415845442412977,0.8711457938090961,1.0,0.661501752893942,0.7962697020833867,0.8018570822864055,0.8954647297835943,2.0497237569060776,,,
maize_G2F,MNH1_2017,0.3651385899970258,4.8867709007909035,217.0,446.0,2.054911974755024,2.010810810810811,2.055299539170507,0.009216589861751152,0.26367578677926395,0.36057016965379013,0.4279169742327407,0.47969311583418667,0.36141639783082646,1.0,0.06952492053366387,0.13001084724416298,0.14733257762031907,0.38383926013413355,2.0651162790697675,,,
maize_G2F,MNH1_2018,3.0363571425429825,0.9173290320622145,926.0,2053.0,2.2162583430971154,1.7835197888852066,2.2170626349892006,0.2203023758099352,0.8763454363838503,0.9320763546217298,0.9531571949026675,0.9642485358502895,0.9247404079742712,1.0,0.7679813238708011,0.8687663308449325,0.8974889086545725,0.947358912268509,2.5609418282548475,,,
maize_G2F,MNH1_2019,1.1603591142448633,3.2688414116239937,1047.0,1580.0,1.508319819928843,1.2440878417307464,1.5090735434574976,0.6361031518624641,0.5118391924312009,0.6443508556364617,0.7181374306571268,0.7660027607148352,0.5534766099240724,1.0,0.26197935890862395,0.4151880251594402,0.4058093893071844,0.6370317019640266,2.3989501312335957,,,
maize_G2F,MNH1_2020,1.1699574492411562,1.931172839327222,416.0,537.0,1.2903098427228465,1.1574310224901463,1.2908653846153846,0.7331730769230769,0.614221518160317,0.7401688176091965,0.8031644818155148,0.8413590372803007,0.6420131058375345,1.0,0.3772680733711647,0.547849878560996,0.6408994400621995,0.8005619526696228,2.09009009009009,,,
maize_G2F,MNH1_2021,1.0972988487038382,1.4781854546133795,417.0,540.0,1.2944978632478632,1.1656184486373167,1.2949640287769784,0.7194244604316546,0.6527291499387284,0.7730005729644501,0.8307305209222912,0.8649088041214696,0.6810910535509416,1.0,0.4260553431797351,0.5975298858033682,0.7625021081920481,0.8732136669750699,2.051282051282051,,,
maize_G2F,MOH1_1_2018,0.43463078249809056,1.3824277604309816,597.0,663.0,1.1102422383512,1.0411277430606019,1.1105527638190955,0.9346733668341709,0.4890753573786592,0.621328112724887,0.6966938659120946,0.7463572727655067,0.4965946487538646,1.0,0.23919470519506322,0.3860486236622699,0.8099898108112761,0.899994339321796,2.6923076923076925,,,
maize_G2F,MOH1_1_2020,0.07637748556872076,2.0745669837497966,636.0,690.0,1.0846285518657994,1.0281280310378274,1.0849056603773586,0.9575471698113207,0.18843782341901577,0.2618823185553477,0.31537727572711277,0.35827555468664146,0.19097428920892864,1.0,0.03550881329489617,0.06858234877192462,0.7293753463661996,0.8540347454092249,3.0,,,
maize_G2F,MOH1_2014,1.2077285502499204,1.6907597867305482,247.0,485.0,1.9633224373480849,1.891512444160817,1.9635627530364372,0.06477732793522267,0.6455039258193255,0.7669706094174805,0.8257274997346521,0.8606669370199861,0.7580714455516769,1.0,0.41667531824816123,0.5882439157102215,0.5863413017308092,0.7657292613782036,2.0303030303030303,,,
maize_G2F,MOH1_2015,0.411029604059667,2.7936570427785044,427.0,492.0,1.1519141951982899,1.0785097874131764,1.1522248243559718,0.8571428571428571,0.358132526038906,0.4768199068801334,0.5533756798710446,0.608672786301029,0.3700668347417282,1.0,0.1282589062070077,0.2273572235971791,0.09414172965964761,0.30682524286578444,2.0655737704918034,,,
maize_G2F,MOH1_2016,0.9838211116183904,1.1330314476728371,359.0,695.0,1.9355331377356215,1.81198738170347,1.935933147632312,0.11420612813370473,0.6817305619663656,0.7966086831297975,0.8500598878630984,0.8811629471969904,0.7819230575343775,1.0,0.4647565591189767,0.63458539403779,0.6407706600387797,0.8004815176122305,2.056603773584906,,,
maize_G2F,MOH1_2017,1.2778576846653122,3.3296204286452045,245.0,499.0,2.036006439107724,1.9323036477160698,2.036734693877551,0.053061224489795916,0.5266348608687335,0.658977549029617,0.7315576075090754,0.7781672941645941,0.6525424388920237,1.0,0.2773442766822303,0.43425141012508134,0.45202480150219826,0.6723278973106785,2.0948275862068964,,,
maize_G2F,MOH1_2_2018,0.8445211860117683,2.0441763253522183,580.0,643.0,1.108287200810106,1.0393644346215878,1.1086206896551725,0.9379310344827586,0.540697349701237,0.6726335974812222,0.7439441722903078,0.7893053710937067,0.5480919630702549,1.0,0.29235362397394177,0.4524359564605308,0.7477407519296358,0.8647200425164412,2.75,,,
maize_G2F,MOH2_2014,2.1522505961390452,2.771204256707003,247.0,495.0,2.0039582820070625,1.9839357429718874,2.0040485829959516,0.012145748987854251,0.6611674101475684,0.7799675659477968,0.8364775453897597,0.8697638238048113,0.7787337597858962,1.0,0.43714234424124293,0.6083494039305308,0.6155580370801718,0.784575067842569,2.0163934426229506,,,
maize_G2F,MOH2_2015,0.7046510395243694,3.1144679055613387,428.0,492.0,1.1492260238761638,1.076955336548543,1.1495327102803738,0.8598130841121495,0.4295418232320707,0.5581511051094151,0.635861308860002,0.6892507263734209,0.4426319615693661,1.0,0.18450617790553148,0.3115326561348614,0.3804840263799694,0.6168338725945337,2.066666666666667,,,
maize_G2F,NCH1_2014,1.6825402180888422,0.9952024587496882,249.0,494.0,1.9838546428105002,1.9567779960707268,1.9839357429718876,0.024096385542168676,0.7926807413721189,0.8784972194968945,0.913952054726613,0.9333687704709105,0.876291084061476,1.0,0.628342757742252,0.7717573646637749,0.7736954079010389,0.8795995724766121,2.0082304526748973,,,
maize_G2F,NCH1_2015,1.8964911847237995,2.3093235476082365,421.0,485.0,1.1517034855179185,1.0783351120597653,1.152019002375297,0.8574821852731591,0.6715066922376213,0.7883942064576257,0.843380783293098,0.8755706278549225,0.6853135120090675,1.0,0.4509212377199114,0.6215654247759493,0.6680358300733847,0.8173345888149998,2.066666666666667,,,
maize_G2F,NCH1_2016,1.0721825556232167,0.8630806186678887,254.0,476.0,1.8735842162952137,1.733788395904437,1.874015748031496,0.16535433070866143,0.7443279926029605,0.8444043593795432,0.8879422043776465,0.9123981789990853,0.8263935042163469,1.0,0.5540241605723528,0.7130187221391767,0.6868410486915018,0.8287587397376281,2.047169811320755,,,
maize_G2F,NCH1_2017,0.5648639321077289,2.3517163945799417,157.0,316.0,2.0121713729308666,1.932307692307692,2.0127388535031847,0.050955414012738856,0.44008336373743856,0.5696488136147323,0.6471471914698522,0.6999971169582057,0.5630260350260814,1.0,0.19367336703845867,0.324499770852672,0.34944366312295067,0.591137600836684,2.0671140939597317,,,
maize_G2F,NCH1_2018,1.8712966083459779,3.362321694363316,648.0,776.0,1.1967526569894358,1.0694455905409708,1.1975308641975309,0.8888888888888888,0.5979574655196889,0.7257831353092924,0.7908341295223128,0.8306849052679278,0.6108345885156482,1.0,0.3575531305707299,0.5267611594993866,0.7308561363164581,0.8549012436044634,2.7777777777777777,,,
maize_G2F,NCH1_2019,0.5700839997932085,2.229907212114569,541.0,565.0,1.0442150114716486,1.016598809896649,1.044362292051756,0.9722735674676525,0.4512228579359786,0.5816538769772626,0.6588296985730817,0.7110488542571084,0.4541855022343837,1.0,0.20360206752391233,0.3383212326026805,,,,,,
maize_G2F,NCH1_2020,0.2050160059180197,1.2371013898459546,721.0,897.0,1.243716710021058,1.1142715213511674,1.2441054091539527,0.8085991678224688,0.37704533895763814,0.4989356024901344,0.5762573835811249,0.6313777496106023,0.3948115392463114,1.0,0.14216318762968022,0.24893673543219344,0.2897375283972927,0.5382727267819657,2.2753623188405796,,,
maize_G2F,NCH1_2021,0.4721588628406591,2.556003867316753,789.0,1073.0,1.3590412572558555,1.139130853265316,1.3599493029150824,0.7782002534854245,0.39487029856390965,0.5194037697848556,0.5971367716740718,0.6518622132207832,0.4169470745738889,1.0,0.15592255268795113,0.2697802760667192,0.5340868692525829,0.7308124720149368,2.6228571428571428,,,
maize_G2F,NEH1_2015,0.7317089171906509,3.666109323509301,427.0,490.0,1.1472549583213567,1.077602523659306,1.1475409836065573,0.8571428571428571,0.4078970230625458,0.5341281965861407,0.6119771323528643,0.6662840906072823,0.42072089657890294,1.0,0.16637998142328703,0.28529293038836306,0.45467006196442666,0.6742922674659904,2.0327868852459017,,,
maize_G2F,NEH1_2016,1.5192714329085613,1.531072468018726,241.0,490.0,2.033061224489796,2.01673640167364,2.033195020746888,0.0,0.7057376440221358,0.8154415978399949,0.8651857631978315,0.8937332475630261,0.8165776512758504,1.0,0.49806562218991485,0.664944999487844,0.670743988894972,0.8189896146441492,2.033195020746888,,,
maize_G2F,NEH1_2019,1.0388831025349636,3.986853958780109,323.0,358.0,1.107272979631493,1.027703915820095,1.108359133126935,0.9597523219814241,0.4546565578641861,0.5853242756017797,0.6623807100433737,0.7143934823410855,0.4595972960629627,1.0,0.20671258560890998,0.34260450760874817,,,,,,
maize_G2F,NEH1_2020,2.092343138343673,2.8891485481875594,248.0,544.0,2.1926351512264826,2.0666666666666664,2.193548387096774,0.016129032258064516,0.6480921328529633,0.7691375154257377,0.8275284613039995,0.8621955502322135,0.7742548615738487,1.0,0.42002341266590304,0.5915725176352769,0.6064612212090921,0.778756201393666,2.2131147540983607,,,
maize_G2F,NEH1_2021,7.112553117620075,4.255890316444389,248.0,534.0,2.152557279109615,2.0411522633744856,2.153225806451613,0.024193548387096774,0.790974092329566,0.8773342141258783,0.9130785210932006,0.9326707534069737,0.87937799311919,1.0,0.6256400147365807,0.7697153232758726,0.7699083317042059,0.8774442043253838,2.1818181818181817,,,
maize_G2F,NEH2_2014,0.9105411493667869,4.6227306399606265,244.0,471.0,1.9298926196779462,1.8051787916152897,1.930327868852459,0.12295081967213115,0.4056568250125811,0.5316102233313017,0.6094500935757461,0.6638364695709862,0.5121534973687989,1.0,0.16455745967928787,0.28260942955035645,0.2999845367103944,0.5477084413357114,2.060747663551402,,,
maize_G2F,NEH2_2015,0.25843668272818493,1.9167866915773273,413.0,475.0,1.1498007153806846,1.077157139752228,1.1501210653753027,0.8595641646489104,0.34468719371847856,0.4608526823924634,0.5366515341490854,0.5919115375383358,0.35610917552130833,1.0,0.11880926151351996,0.21238519486832877,0.42171864718817975,0.6493986812337855,2.0689655172413794,,,
maize_G2F,NEH2_2018,1.3623529293228194,1.0671835151561242,318.0,396.0,1.2444635630755505,1.122777520911269,1.2452830188679245,0.789308176100629,0.7488297773801098,0.8476800915124808,0.8904776564597724,0.9144594187921984,0.767489049082659,1.0,0.5607460354911448,0.7185615375466078,0.8631898652903235,0.929080117799495,2.1641791044776117,,,
maize_G2F,NEH2_2020,0.84622496636474,2.3245802990876956,248.0,538.0,2.168490284905859,2.0327868852459017,2.1693548387096775,0.03225806451612903,0.5166044368426593,0.6490906673367242,0.7225035988020817,0.7699714613690538,0.6521412047357796,1.0,0.26688014416552125,0.42131869442363395,0.42244480166754095,0.649957538357346,2.2083333333333335,,,
maize_G2F,NEH2_2021,0.6041579847562257,6.1114971596055065,248.0,541.0,2.1807419159301635,2.0689655172413794,2.181451612903226,0.016129032258064516,0.2999377066742422,0.40629386138465057,0.47826042488173853,0.5323268504553781,0.4120684285845454,1.0,0.08996262788500375,0.16507470179884964,0.09925844284427576,0.315053079407702,2.2008196721311477,,,
maize_G2F,NEH3_2014,0.16233429965571525,3.5463647440754666,242.0,438.0,1.8090907368460942,1.6017650303364592,1.8099173553719008,0.2727272727272727,0.20921573752028821,0.2896054214243456,0.3474816445451234,0.3933986154228302,0.26136542002666135,1.0,0.04377122482615813,0.0838713001183728,0.05713454483952708,0.23902833480474042,2.1136363636363638,,,
maize_G2F,NEH3_2015,0.7142269497763677,1.140679685874277,412.0,473.0,1.1477394896169297,1.0759521218715995,1.1480582524271845,0.8616504854368932,0.6205218651761599,0.7456581537324224,0.8078290323447799,0.8453744617354344,0.6344452415606783,1.0,0.3850473851617004,0.5560060822276448,0.513461661654322,0.7165623920178354,2.0701754385964914,,,
maize_G2F,NEH3_2020,0.8424613697479778,1.8476416509074363,248.0,542.0,2.184725936328189,2.0811188811188814,2.185483870967742,0.008064516129032258,0.5596165398160922,0.6906292252447277,0.7600555209804798,0.8036636035258283,0.6977786484226531,1.0,0.31317067163573586,0.47696872676213276,0.459476258843848,0.6778467812447353,2.1951219512195124,,,
maize_G2F,NEH3_2021,1.3584570446130986,3.7203606971561305,248.0,530.0,2.136322664425941,1.997315436241611,2.1370967741935485,0.04838709677419355,0.5171799038935515,0.6496611983717497,0.7230280345826675,0.7704474398578963,0.6494090163821161,1.0,0.2674750529913432,0.4220596726698179,0.38370724720804833,0.6194410764617151,2.194915254237288,,,
maize_G2F,NEH4_2016,1.1117471497528677,1.247449569726902,230.0,470.0,2.042943417262845,1.9233449477351918,2.0434782608695654,0.07391304347826087,0.6864690073560912,0.8003762902486926,0.8531066973512662,0.8837055187621237,0.7947049198209455,1.0,0.4712396980604571,0.6406022059922594,0.6395789328289027,0.7997367897182814,2.1267605633802815,,,
maize_G2F,NEH4_2017,0.016582301699387153,0.4691541884825308,100.0,200.0,2.0,2.0,2.0,0.0,0.18476599326580057,0.2569494493364223,0.30962836580663244,0.35194872618411227,0.2569494493364223,1.0,0.03413847226749786,0.06602301951429064,0.06602301951429053,0.25694944933642205,2.0,,,
maize_G2F,NYH1_2014,1.088133252454242,2.8114501927435156,231.0,475.0,2.0538581235697944,1.6901850109752274,2.0562770562770565,0.2554112554112554,0.5282407879499738,0.6605491683909038,0.7329901667071053,0.7794598638808928,0.6288597869483162,1.0,0.27903833005400913,0.4363252038619146,0.5186021113611953,0.7201403414343591,2.4186046511627906,,,
maize_G2F,NYH1_2015,0.24599213827731428,3.188887635420603,368.0,490.0,1.3310015014180059,1.192868719611021,1.3315217391304348,0.6793478260869565,0.26761154384273433,0.3655950097517722,0.4335091895712424,0.48559465822671466,0.29028350166616446,1.0,0.07161593839789171,0.13365971115539843,,,,,,
maize_G2F,NYH1_2016,0.7038317529351997,1.0308160306233067,229.0,396.0,1.7285353535353536,1.5438202247191013,1.7292576419213974,0.3056768558951965,0.6369843688265585,0.7597835178495954,0.8197292884197394,0.8555624344216948,0.7163590459999374,1.0,0.40574908612936916,0.5772709939959065,0.6050685616787456,0.7778615311729624,2.050314465408805,,,
maize_G2F,NYH1_2017,1.4608567393202145,2.116807222219032,209.0,419.0,2.004474940334129,1.9411764705882353,2.0047846889952154,0.0430622009569378,0.639004683204288,0.7614954073910584,0.8211614676673106,0.8567830926016319,0.7566938862299945,1.0,0.4083269851570125,0.5798752554776739,0.5783592443872952,0.7604993388473755,2.05,,,
maize_G2F,NYH1_2018,1.002360877183778,2.7395250731532657,381.0,487.0,1.2777693720955365,1.1580547112462007,1.2782152230971129,0.7296587926509186,0.5175672413974323,0.6500449873042861,0.7233806804053589,0.7707674151842135,0.5455402737436345,1.0,0.2678758493677479,0.42255848551942937,0.4751995585209821,0.6893471973693532,2.029126213592233,,,
maize_G2F,NYH1_2019,0.5471451860912314,2.963211973424503,202.0,481.0,2.3794954541223197,2.1546666666666665,2.381188118811881,0.024752475247524754,0.3947986313074669,0.519322213277432,0.5970541515822999,0.6517816007033126,0.5334940842607541,1.0,0.1558659592822492,0.2696955612033705,0.3582887402555103,0.5985722514914221,2.416243654822335,,,
maize_G2F,NYH2_2014,1.5388319310711769,1.5024614947566601,219.0,480.0,2.1904243119266056,1.9655946148092744,2.191780821917808,0.0867579908675799,0.7113223148421378,0.8197320399386551,0.8685953723361195,0.8965487023012422,0.8173887015532805,1.0,0.5059794355923775,0.6719606173019889,0.7038835577251927,0.8389776860710854,2.305,,,
maize_G2F,NYH2_2015,2.1081334414543735,2.495210459194015,356.0,461.0,1.2944059148819163,1.1649850013635126,1.2949438202247192,0.7219101123595506,0.6767251832608239,0.792601668871039,0.8468080272734315,0.8784433991107871,0.7042972380640194,1.0,0.45795697365939564,0.6282174054971562,0.5241079235546245,0.7239529843536971,2.0606060606060606,,,
maize_G2F,NYH2_2017,0.8492259157236249,3.16895608739366,200.0,403.0,2.014738705936631,1.9704433497536948,2.015,0.025,0.4597236195837606,0.5907146547251559,0.6675780662104783,0.719276405429871,0.587851197521436,1.0,0.21134580640319425,0.3489438033070602,0.33902122313108873,0.5822552903418643,2.041025641025641,,,
maize_G2F,NYH2_2018,1.4067335321801617,3.764006919277841,401.0,687.0,1.7125327510917032,1.463948889564953,1.713216957605985,0.4014962593516209,0.5215903532705237,0.6540204803364952,0.7270271664652532,0.7740720002780075,0.5946765736104743,1.0,0.27205649662486975,0.42774278869957993,0.4488100790503246,0.6699328914528115,2.191666666666667,,,
maize_G2F,NYH2_2019,0.430453198265551,4.3785570182082045,416.0,795.0,1.9088701977722211,1.4839991478103183,1.9110576923076923,0.4182692307692308,0.29918176478951064,0.40535409172083836,0.4772382680591431,0.5312694995204925,0.35681461219397265,1.0,0.08950972838256606,0.16431193967482585,0.25414156108315916,0.5041245491772437,2.5661157024793386,,,
maize_G2F,NYH2_2020,0.1497634122711069,5.09058587791462,387.0,475.0,1.227019361876193,1.1282798833819243,1.227390180878553,0.772609819121447,0.1690529468655766,0.23573221565141403,0.2847826088526955,0.32448190494103313,0.17924066263467803,1.0,0.02857889884393546,0.05556967749592477,0.19950235441726014,0.4466568642898709,2.0,,,
maize_G2F,NYH2_2021,0.40045943530726275,3.4664619559526226,399.0,496.0,1.2427358567028692,1.138373751783167,1.2431077694235588,0.7568922305764411,0.3218078201237498,0.4332250518278567,0.507319901957257,0.5621835287657967,0.3409175745019631,1.0,0.1035602730927997,0.18768394553124912,0.3624785921387738,0.6020619504160463,2.0,,,
maize_G2F,NYH3_2015,1.8552145990127162,2.9731905189296692,358.0,486.0,1.3569411303616097,1.2069449907287746,1.3575418994413408,0.6620111731843575,0.6198623034480992,0.7450856662724217,0.8073436068709329,0.8449571671414461,0.6554276512072008,1.0,0.3842292752359835,0.5551526500846184,0.59007588216563,0.7681639682812713,2.0578512396694215,,,
maize_G2F,NYH3_2017,1.103901246818388,3.270519252926319,144.0,282.0,1.9581907454247878,1.92,1.9583333333333333,0.041666666666666664,0.5023481970240773,0.6348283924774177,0.7093154893317385,0.757951483797557,0.6270771199630701,1.0,0.25235371105334115,0.4030070878954623,0.3651459113094996,0.6042730436727255,2.0,,,
maize_G2F,NYH3_2018,1.0301951182711344,2.2186300911222863,419.0,692.0,1.6508905606106703,1.4442742244350824,1.6515513126491648,0.3937947494033413,0.5631143186881193,0.6939090742733135,0.7629660203746437,0.8062417799998797,0.6335803964903151,1.0,0.31709773591158485,0.48150980335884697,0.4652085618396669,0.6820619926661117,2.074803149606299,,,
maize_G2F,NYH3_2019,0.5599081091334428,4.633917695816835,595.0,787.0,1.3223681114405383,1.1884154460719043,1.322689075630252,0.6840336134453782,0.3283331163827439,0.44116239896397824,0.5157972578545846,0.570818213621289,0.3543499723647919,1.0,0.10780263531360444,0.1946242622596523,0.28194011016707377,0.5309803293598302,2.021276595744681,,,
maize_G2F,NYH3_2020,0.1391383391945801,5.697512137467063,380.0,478.0,1.2573387354964065,1.1385767790262173,1.2578947368421052,0.7605263157894737,0.15439796225963842,0.21579470536943865,0.2612693056163778,0.298313007641492,0.1644775252448265,1.0,0.023838730749928733,0.046567354865482836,0.2103769231030376,0.45866864194430995,2.076923076923077,,,
maize_G2F,NYH3_2021,1.0124621662415492,1.8756550533934917,383.0,498.0,1.2997434765238967,1.1667936024371668,1.3002610966057442,0.720626631853786,0.5920821848053026,0.7205097115724427,0.7862756213534111,0.8267167937658764,0.6216407169628582,1.0,0.35056131356382053,0.5191342444702046,0.6156683340288495,0.7846453555771865,2.074766355140187,,,
maize_G2F,NYS1_2021,2.3483820767312586,1.2226787352214414,22.0,44.0,2.0,2.0,2.0,0.0,0.8109344596297525,0.8907564155544498,0.9231013136775836,0.9406535185784547,0.8907564155544498,1.0,0.6576146978149987,0.7934469918514117,0.7934469918514117,0.8907564155544498,2.0,,,
maize_G2F,OHH1_2015,1.8153744768392022,0.6835006933983651,426.0,490.0,1.1499255702280913,1.0773445732349842,1.1502347417840375,0.8591549295774648,0.8523359993343741,0.9173719869852685,0.9425986600084792,0.9560182783553457,0.8608298544345098,1.0,0.7264766557613261,0.8415713625052995,0.8711630885265104,0.9333611779619454,2.066666666666667,,,
maize_G2F,OHH1_2016,2.64096716219022,0.8849016193938508,241.0,471.0,1.9539985845718328,1.857418111753372,1.954356846473029,0.08713692946058091,0.8654628446042694,0.9254762984794546,0.9484366527941638,0.9605767614144907,0.9204209309440158,1.0,0.7490259353905138,0.8565063790472324,0.8611739016120572,0.92799455904227,2.0454545454545454,,,
maize_G2F,OHH1_2017,1.087392525094187,7.9296071667971475,194.0,393.0,2.0254452926208653,1.974554707379135,2.0257731958762886,0.02577319587628866,0.34726590371007404,0.46393065652692267,0.5398885595857341,0.5951665747911883,0.4616024366675705,1.0,0.12059360787957443,0.21523165406550152,0.2277282481921718,0.47720880984341835,2.052910052910053,,,
maize_G2F,OHH1_2018,1.9230628457801433,0.9038625764211902,389.0,498.0,1.279778909452242,1.160616608652412,1.2802056555269923,0.7249357326478149,0.8247827379105572,0.8998403590724594,0.9298119859548944,0.9459662720108702,0.8436588456594915,1.0,0.680266564755235,0.8097126718156528,0.8795860213171095,0.9378624746289349,2.0186915887850465,,,
maize_G2F,OHH1_2020,1.1989026421341729,0.8028588707458053,399.0,492.0,1.2326265473710012,1.1247357293868923,1.2330827067669172,0.7819548872180451,0.7739016830708598,0.865539522275132,0.9041648677905451,0.9255231760201101,0.791709685418126,1.0,0.5989238150599095,0.7491586646202636,0.8142766038359867,0.9023727632392207,2.0689655172413794,,,
maize_G2F,ONH1_2014,1.14565516404658,1.1419706223354307,187.0,449.0,2.3957659793567543,1.7704873686899807,2.4010695187165774,0.27807486631016043,0.7076759993281116,0.8169345889206465,0.8663737669187133,0.894714986583948,0.7998721013394755,1.0,0.5008053200250415,0.6673821225749457,0.7798103490592558,0.8830687114031703,2.9407407407407407,,,
maize_G2F,ONH1_2015,2.5986517458946525,0.9723541584364574,358.0,486.0,1.3569987665848233,1.2115059221658206,1.3575418994413408,0.6536312849162011,0.8530583865285405,0.9178220897246666,0.9429240991335813,0.9562729014349746,0.8740870344297184,1.0,0.7277086108266767,0.842397388386554,0.8694593174319055,0.9324480239841283,2.032258064516129,,,
maize_G2F,ONH1_2016,1.876734089400432,2.492448236953359,236.0,475.0,2.011502799552072,1.7960426179604263,2.01271186440678,0.15254237288135594,0.655392228379537,0.775208070005047,0.8325553484442924,0.8664524434142329,0.7582186455966163,1.0,0.42953897302029526,0.6009475518009498,0.6065854200240232,0.7788359390937369,2.195,,,
maize_G2F,ONH1_2017,1.521875376947712,2.759282033299787,181.0,359.0,1.9830083565459609,1.9052631578947368,1.9834254143646408,0.06077348066298342,0.5962233042621122,0.7242308673659246,0.7894944485357877,0.8295199594717522,0.7158182101196899,1.0,0.35548222854523126,0.5245103492455994,0.5196751883051778,0.7208850035235702,2.0470588235294116,,,
maize_G2F,ONH2_2014,2.4395231337196064,1.1950204040347536,244.0,485.0,1.987459165924229,1.9162303664921465,1.9877049180327868,0.05737704918032787,0.8192709063464444,0.8962469504262073,0.9271643769184545,0.9438732611583519,0.8924174518824755,1.0,0.6712048179857245,0.8032585961482764,0.8074369344856444,0.8985749465045442,2.0478260869565217,,,
maize_G2F,ONH2_2015,1.3533254589592025,1.4693821687941606,358.0,490.0,1.3681701251929343,1.2197614991482113,1.3687150837988826,0.6424581005586593,0.6924177262903736,0.8050709544182402,0.8568886239821911,0.8868541572898069,0.7273663143568769,1.0,0.47944230768113066,0.6481392416478962,0.7099810172727449,0.84260371306608,2.03125,,,
maize_G2F,ONH2_2016,0.989568173986515,3.182197931835369,254.0,483.0,1.9010793869016933,1.7537399309551212,1.9015748031496063,0.15748031496062992,0.4870380410973004,0.6192369511331944,0.6947268231709133,0.744542403273695,0.5940554018561233,1.0,0.2372060534758957,0.3834544016487342,0.39793254636246345,0.630818948956405,2.0700934579439254,,,
maize_G2F,ONH2_2017,0.15860753281510667,0.32022348876073253,187.0,367.0,1.96232164308107,1.9000846740050803,1.9625668449197862,0.058823529411764705,0.5755337090440558,0.7054361948462122,0.7731316030665404,0.8152090430154719,0.6962992745895954,1.0,0.3312390502460078,0.49764022499910315,0.4839238407867688,0.6956463474976123,2.022727272727273,,,
maize_G2F,SCH1_2018,0.25328925279087167,4.1764398959351405,388.0,498.0,1.2829924348557018,1.1553349875930523,1.2835051546391754,0.7371134020618557,0.23912214353104194,0.3288974051306682,0.392344798357226,0.44184664738062546,0.25589015620127825,1.0,0.057179399526880226,0.10817350310168686,0.13006506210561172,0.3606453411672078,2.0784313725490198,,,
maize_G2F,SCH1_2019,0.16721119400004383,0.90239920672793,464.0,491.0,1.0579898210994445,1.026170291190564,1.0581896551724137,0.9504310344827587,0.395384705231317,0.5199889827990798,0.5977294807956129,0.6524404159548322,0.3997081545161608,1.0,0.15632906513085545,0.27038854223242165,0.35780639381869356,0.5981692016634537,2.1739130434782608,,,
maize_G2F,SCH1_2021,0.628148855715723,5.077156173512354,419.0,585.0,1.394986300249458,1.174217655301261,1.39618138424821,0.7326968973747017,0.33181181965002476,0.44537514623517593,0.5202801962412522,0.5753703804709607,0.35615615354750485,1.0,0.11009908365946054,0.19835902088400437,0.5569851232402627,0.7463143595297244,2.482142857142857,,,
